PA,F1,F2,F3,F4,F5,F6,F7,F8,F9,F0,LABEL
8200,0.014538,0.105617,0.323533,0.575046,0.260878,-0.163645,0.104604,1.627699,0.783108,-0.60958,H
8201,-0.353076,-0.076805,0.448509,1.926227,0.179567,1.464806,0.818598,0.653159,1.964217,1.764638,X
8202,-0.296766,-0.143954,0.336965,1.28378,0.171683,0.847352,-0.02551,1.422348,1.717372,0.365593,X
8203,1.05062,0.097434,0.479484,0.482747,0.233874,0.469983,0.01724,-0.169499,-0.966758,0.544634,A
8204,0.102357,0.100215,-0.008386,1.01062,0.258279,-0.334938,0.599378,0.822063,0.031897,-0.214306,A
8205,0.05236,-0.005962,0.285445,-0.043409,0.263504,0.503827,0.490537,-0.098068,-0.216456,0.7685,A
8206,-0.144064,-1.233271,0.29193,-0.409682,0.257794,-0.953927,0.254194,-0.642433,0.120345,-0.643466,A
8207,0.189394,-0.331576,0.092934,0.864481,0.251559,-0.977454,-0.050427,-0.495858,-0.863866,-1.064307,A
8208,-3.498799,2.886954,0.695385,-0.35879,-4.922215,-1.482482,0.425191,0.338268,-3.103531,-1.305036,E
8209,0.169967,-0.030993,0.265314,-0.216607,0.244833,-0.725775,0.490334,-0.304941,0.243348,-0.858096,H
8210,0.216323,0.095612,0.310558,-0.955782,0.230623,0.338734,0.239655,0.205864,0.123342,-0.020675,A
8211,0.242695,-0.34093,0.225312,-0.934557,0.173812,-0.141713,0.320237,0.56002,0.013954,-0.10921,F
8212,-0.038735,-0.188566,-3.209368,-0.903965,0.096117,-0.766017,0.187154,0.293343,0.146132,-0.800197,F
8213,-0.579783,-0.293251,-3.210528,0.383737,0.262802,1.284745,0.005368,0.443676,0.44418,0.96684,E
8214,0.474767,0.011664,0.135515,-1.049443,0.976743,-0.641464,-1.822222,-0.157897,0.788551,0.224497,I
8215,-0.083886,-0.503239,-3.210528,-0.905386,0.157219,-0.340485,0.276691,0.279599,0.802968,-0.234413,A
8216,-0.219098,0.21437,0.436127,0.111252,0.231311,0.542951,0.112251,-0.126837,-0.222986,-0.15927,D
8217,-0.228714,-0.284026,0.730982,1.065646,0.624945,-0.217269,-0.645097,1.488837,1.661274,0.315709,Y
8218,0.147362,-0.334573,-3.210528,-2.173014,0.367728,0.446722,0.945896,-1.398339,-0.279565,0.291404,A
8219,0.14033,-0.357656,-2.980675,-0.277168,0.242947,2.300548,0.443987,-0.020827,-0.115328,1.164451,A
8220,0.027747,0.057453,0.294186,-0.127871,0.243698,0.041994,0.251119,-1.175772,-0.992984,-0.296723,G
8221,-0.045887,0.187352,0.132635,1.31992,0.261718,-0.062133,0.131825,1.208723,0.442243,0.381116,A
8222,0.018285,0.31835,0.019561,1.054067,0.070227,-0.310882,0.216929,1.461204,0.449883,-0.453034,A
8223,-0.123948,0.004371,0.404491,-1.103825,0.260034,-0.017861,0.097401,1.152348,0.615535,-0.43426,H
8224,-3.493856,-0.30534,0.038745,-1.372604,-4.728165,-3.211994,0.131099,0.552222,0.571786,-0.528717,A
8225,0.367166,-0.116925,-3.166873,-2.625829,0.261718,-1.035703,0.61449,-0.802645,-0.358917,-0.807442,A
8226,0.297121,0.015131,0.302715,-0.317175,0.097314,-0.31346,0.103537,0.16781,-0.426673,-0.494915,A
8227,-0.354748,-0.008294,0.23743,0.726551,0.165399,-0.883708,0.213758,1.630579,0.895295,-0.833017,E
8228,0.238483,-0.33097,0.398815,0.292624,0.261718,-0.598471,0.236978,0.299496,0.056056,-0.460853,A
8229,-2.20653,-0.213958,3.930513,-1.588212,-2.502609,-3.256203,0.481428,2.330168,-1.637717,-2.5078,A
8230,0.122954,0.018342,0.256341,0.762846,0.229649,0.223091,-0.178076,0.592554,-0.304659,0.117377,A
8231,-3.498799,0.259249,0.219817,1.209579,-4.892351,0.998967,0.603344,0.561291,0.901141,0.278991,W
8232,0.218138,0.710784,0.339174,0.003778,0.239297,1.435961,0.476341,-1.338577,-0.576856,1.130639,F
8233,0.14384,-0.321295,0.418074,1.070365,0.108145,0.135135,0.063597,1.054457,0.588352,0.225821,E
8234,-0.019081,0.513652,0.070463,0.297235,0.260474,-0.621731,0.603377,0.997359,0.097401,-0.626164,F
8235,0.650583,-0.12713,0.027258,0.314757,-0.196225,-0.817426,-0.897916,0.546995,1.380374,-0.365543,I
8236,0.264655,-0.353086,-0.004535,0.489766,0.25709,1.604204,0.869687,-0.758781,-0.167235,0.997686,F
8237,0.012978,0.01394,0.349162,1.543304,0.229776,0.457574,-0.249654,0.81935,0.295026,0.280365,A
8238,-0.295352,-0.380126,0.051267,1.043319,0.229772,0.299843,0.238395,0.473225,0.451425,0.01896,E
8239,0.049287,0.254102,0.269931,1.527051,0.380786,0.845136,0.186374,0.136529,-0.650462,0.675161,F
8240,0.110877,-0.120231,-2.244326,-0.147617,0.231536,0.300014,0.291853,0.247738,0.17792,0.627587,A
8241,-0.111579,-0.646001,0.581738,1.100454,0.09902,0.446059,0.425957,0.534854,0.09354,0.183522,D
8242,-0.445221,-0.354905,0.027644,0.201631,0.235776,0.108941,0.415027,-0.69215,0.606047,-0.01043,E
8243,0.244532,-0.148785,0.286894,0.166081,0.261718,-0.103538,0.295422,-0.062187,0.453103,-0.13698,G
8244,0.055141,-0.452195,0.346842,0.177149,0.246039,2.589762,0.86502,-1.501951,-0.517266,1.828896,A
8245,-0.144594,-0.065365,0.240288,0.202316,0.150486,-0.611935,-0.290352,1.396376,0.816984,-0.46808,F
8246,-3.498799,0.099359,0.213458,-0.378707,-4.922215,-2.688212,0.081918,-0.089958,-1.52268,-1.583291,E
8247,0.15407,0.294825,0.072268,0.310388,0.246069,-0.341903,0.178822,0.870358,0.379655,-0.386134,A
8248,0.225724,-0.0342,0.17931,-1.292414,0.261718,-0.7202,-0.234,-0.501076,0.416683,-1.044326,H
8249,-0.117626,-0.069891,0.46411,1.361236,0.182867,1.642392,0.611707,0.526213,1.51891,1.085501,X
8250,0.109689,-0.299694,0.476324,0.144831,0.240172,-0.19125,0.390336,-0.279004,-0.64125,-0.398878,A
8251,0.202447,-0.236174,0.150492,-0.653076,0.261718,0.482421,0.536258,-1.101371,-0.10413,0.159962,A
8252,0.556677,-0.144885,0.187472,1.251915,0.976743,-0.567224,-0.977284,1.422533,1.289727,0.247707,I
8253,-0.240131,0.148903,0.234479,-0.267226,0.258773,-1.035674,0.255377,0.873972,0.03501,-1.282018,F
8254,0.119112,-0.035543,0.40821,0.887856,0.261718,0.88746,0.835235,-0.032379,0.045629,0.338345,A
8255,-0.300929,0.794173,-0.008796,0.982872,0.157357,-0.441915,1.096841,-0.424756,-0.654723,-0.076914,Y
8256,0.053895,-0.474146,-3.17755,-0.87813,0.252508,-0.593684,-0.134311,0.512954,0.426797,-0.818801,D
8257,0.077002,-0.385468,0.140558,-0.439755,0.26831,-0.302019,0.648653,-0.345401,0.338458,-0.584116,H
8258,-0.169922,0.978069,-0.032658,0.607104,0.240694,-0.397829,-0.05639,0.504399,-0.214778,-0.299083,F
8259,0.726013,-0.365716,0.129261,0.586817,1.043936,-0.298981,-1.625061,0.344512,1.234138,0.787827,I
8260,0.108905,-0.182759,0.206454,1.534852,0.1531,0.849307,0.545247,0.888445,0.600361,0.503009,A
8261,0.178472,-0.298326,0.37162,-0.379875,0.259449,-0.490256,0.239611,-0.864185,-0.768601,-0.484062,F
8262,-0.077956,-0.104877,0.07201,0.126857,0.252776,-0.066231,0.086192,-0.406355,-0.306802,0.006923,A
8263,0.145388,0.231664,-0.028434,0.474745,0.186529,2.452541,0.773589,-1.247756,-0.743745,1.997957,A
8264,0.19477,-0.226535,0.135697,-0.479617,0.248007,0.246943,0.487624,-1.768219,-0.792085,0.485515,F
8265,-0.137871,0.826955,0.186941,0.100246,0.261718,-0.187528,-0.180953,0.428986,-0.303358,-0.207794,F
8266,0.004901,0.236366,0.277952,-0.856648,0.22959,-0.256096,0.920613,-0.719843,0.453323,-0.2016,H
8267,0.061926,-0.386883,0.402038,-0.076074,0.185666,0.06206,-0.086026,0.198385,0.564551,0.169313,A
8268,-0.235965,-0.385593,0.412279,0.126558,0.159973,-0.539619,0.144352,0.899493,0.991051,-0.141146,A
8269,0.01897,0.344907,0.358994,0.291086,-0.122302,-0.480013,0.000185,0.50488,0.545233,-0.232534,A
8270,-0.242587,-0.03656,0.064365,-0.614323,0.184104,2.798221,0.284331,-1.667489,-1.187526,1.94962,E
8271,-0.00841,0.384708,0.249262,0.3008,0.244428,0.135413,0.66516,0.519925,0.332887,0.144842,A
8272,0.114144,0.007597,0.2105,0.815538,-1.002206,0.034444,0.461555,0.709416,0.226107,-0.133066,A
8273,0.130292,0.870736,-3.210528,0.062493,0.261718,0.380488,0.348009,0.858573,0.310973,0.620072,A
8274,0.033688,-1.049201,-3.196773,-0.855247,0.242756,1.858727,0.286381,-1.21589,-2.196529,2.68678,A
8275,-3.498799,0.108403,0.423914,-0.292782,-4.922215,-1.960623,-0.055533,1.151089,-2.704437,-1.735138,E
8276,0.60742,-0.219831,0.261297,-0.058863,0.976743,-0.136481,-1.248751,1.074726,1.329226,0.312676,I
8277,-0.153833,0.474623,0.412316,0.517706,0.244216,-0.063112,-0.100855,-0.375232,-0.547252,-0.01531,A
8278,0.001673,-0.154708,0.38677,0.698102,-0.117865,-0.649645,0.244622,0.509359,0.452831,-0.290008,A
8279,0.254982,-0.413851,0.380629,-0.824891,0.261718,-0.596171,0.217317,0.037481,-0.206557,-0.493815,F
8280,0.365841,0.263486,0.091176,-0.957049,0.163877,-0.102312,0.334032,-0.662733,0.13403,-0.227307,A
8281,-0.123674,-0.219997,0.552781,1.870107,-1.266708,1.16227,-1.373002,1.081435,-0.011601,2.31672,X
8282,1.049797,0.212943,0.369175,0.353766,0.175848,1.039455,0.198022,-0.511955,-0.726965,0.683136,A
8283,0.045077,0.393137,0.250558,-0.018915,0.229643,-0.934193,0.297547,0.646338,0.667083,-1.178202,A
8284,0.064765,-0.376585,0.317176,-0.053076,0.26833,0.038467,0.114251,-0.495231,-0.509976,0.382249,A
8285,0.040919,0.112666,0.319451,-0.81325,0.241671,-0.056416,0.457022,0.467852,0.223458,0.118948,F
8286,-0.111474,0.454424,0.267961,0.348592,0.265139,-0.947974,-0.203609,1.696976,1.191292,-0.016975,E
8287,0.112657,-0.156298,0.249303,-0.519455,0.244134,-0.081296,0.577053,-0.777581,-0.132102,0.108513,F
8288,0.111739,-0.328733,0.254342,0.132489,0.261718,0.364272,-0.0325,-0.191093,0.005028,0.349419,A
8289,0.253037,-0.281143,-3.184474,-1.791965,0.351096,0.559198,0.221672,-0.293031,-0.225856,0.319804,F
8290,-3.498799,-0.5692,0.028237,-0.664583,-4.922215,-0.554341,0.485416,-0.585705,0.033609,-0.692033,A
8291,0.938453,-0.308712,0.063562,-1.317224,0.97535,-1.236621,-1.266562,1.003162,1.634431,-0.444179,I
8292,-0.274053,0.253194,0.148754,0.899363,0.236726,0.428791,-0.092813,-0.233936,0.451203,0.854326,D
8293,0.018157,0.042007,0.535439,-2.16628,0.179629,-0.204343,0.273697,-1.914024,-1.125886,-0.651397,E
8294,0.036718,0.29806,0.021357,-0.243804,0.186912,0.094897,0.580797,-0.091599,-0.070272,-0.050735,F
8295,-0.164859,-1.194656,0.707266,-0.806585,0.160753,1.655113,-0.281524,-1.07217,-0.784807,1.181666,A
8296,0.01395,-0.279845,0.204669,-0.213503,0.261718,0.708976,-0.151201,-0.427919,-0.391452,0.569825,F
8297,0.055637,-1.13815,-3.206937,-0.860558,0.248546,1.693183,0.808021,-0.771651,-0.565375,1.871543,A
8298,-0.201868,-0.328532,0.456952,1.564467,0.791301,1.428552,-1.265658,0.223278,0.222814,2.476044,X
8299,0.164036,-2.081866,0.161746,-0.463211,0.242058,0.737232,0.317468,1.337628,0.410562,0.56795,A
8300,0.011258,-0.323626,0.380466,-0.203756,0.178375,-0.234174,-0.249401,-0.326462,-0.108616,0.041003,H
8301,0.122692,-0.423422,-0.020193,-0.842698,0.235271,-1.138348,0.42622,-1.920926,-3.493148,-0.631235,A
8302,-0.133433,-0.092767,0.161973,1.28789,0.262352,-0.064216,-0.116889,0.963475,-0.747919,-0.220472,A
8303,-0.232182,0.140861,0.059135,1.109684,0.178631,-1.316748,0.209415,1.631644,0.747102,-0.383094,E
8304,-3.498799,0.433268,0.353646,0.724488,-4.922215,-0.46741,-0.15126,1.485056,-1.658494,-0.240562,A
8305,0.407403,-0.237051,0.23465,-0.81076,0.233565,-0.800376,0.184236,-0.279053,-0.243578,-0.261108,F
8306,0.053317,0.198323,0.182448,-0.283324,0.247172,-1.106414,0.068928,0.403352,0.253115,-1.020907,A
8307,0.168039,-0.278361,0.168709,0.179712,0.15557,-0.203224,-2.628359,0.267808,-0.191292,-1.675003,F
8308,-0.307262,-0.052364,0.237605,-0.15513,0.261718,0.598285,0.284042,-0.528223,0.647465,-0.065058,E
8309,0.086662,0.046882,0.030587,0.989607,-1.330217,0.408377,0.428614,0.942337,0.816226,-0.059177,A
8310,0.237386,0.167446,0.204896,-0.234673,0.261718,-0.238659,0.064064,0.166074,0.297975,-0.564164,H
8311,-0.189123,-0.35694,-3.177159,-0.530725,0.096221,-0.903538,0.327728,0.511029,0.156718,-0.235355,D
8312,-0.007137,-2.375894,0.063138,-0.12082,0.252809,2.466103,0.125537,-1.584318,-0.413547,1.909216,F
8313,0.213945,-0.345241,-0.0307,0.487852,0.175365,-0.089661,-0.074382,-0.126975,0.235785,0.051391,A
8314,-0.287871,0.109813,0.459693,0.139939,0.180985,0.241091,0.402615,0.145397,0.397297,0.04122,D
8315,0.064472,-0.164395,0.245527,0.232066,-0.61053,-1.222422,0.568754,1.330855,-2.105492,-2.631414,A
8316,-0.038553,0.200017,0.204865,1.143129,0.261718,1.025685,0.677951,0.50773,0.467149,0.550903,A
8317,0.38865,0.34555,0.187963,-0.354957,0.154917,0.478151,0.408907,-0.049943,0.173776,0.321622,A
8318,-0.217744,-0.011276,0.144305,-0.221304,0.261718,-0.430056,0.367616,0.100652,0.459644,-0.486824,A
8319,0.426617,-0.231573,0.038435,0.006781,0.976743,-0.944017,-0.769381,0.382232,1.438936,-0.379144,I
8320,0.13297,-0.109961,0.605601,-0.834415,0.249459,-0.025676,-0.146748,-0.071073,-1.205426,-0.302301,A
8321,0.564215,-0.281274,0.094584,-0.591868,0.899946,-0.649576,-1.402344,-0.545134,0.586244,0.307373,I
8322,-0.212986,-0.178494,0.419745,-0.133327,0.188333,-0.588413,-0.109411,0.424406,0.237438,-0.115937,E
8323,-0.036688,-0.519148,0.390104,0.264545,0.261718,-0.389518,0.241916,0.294267,0.156087,-0.362241,A
8324,-0.353914,-0.072429,0.239595,0.748053,0.159094,-0.278286,0.264458,1.403116,1.212392,-0.471318,X
8325,0.047601,0.156299,0.04342,-0.018484,0.174523,-0.462446,-0.035275,1.002553,0.582242,-0.25374,A
8326,-0.014867,0.118538,0.23756,0.244226,0.261718,0.094396,0.123015,0.261954,0.014066,0.311349,A
8327,-0.082488,-0.200377,0.355412,-0.926394,0.247681,0.212799,0.219806,-1.515191,-0.15131,-0.21449,H
8328,0.057262,-0.30455,-0.03312,0.780085,0.187046,0.413773,0.388591,0.39741,-0.332255,0.531779,A
8329,-0.244259,-0.150407,0.096176,-0.606426,0.181784,3.053221,0.304543,-1.739074,-1.208196,2.710302,E
8330,0.083012,-0.185925,-0.023267,-0.53061,0.261718,0.016051,0.32544,-0.659484,0.377586,-0.000901,F
8331,0.004248,-0.180495,0.55047,-1.82309,0.162298,-0.49099,-0.103006,-1.236257,-0.195292,0.266241,C
8332,-0.249082,-0.15918,-0.007538,-0.627993,0.16346,0.720584,0.233592,-1.574741,-0.853807,0.319655,A
8333,0.194856,-0.185352,-3.210528,-0.712722,0.255347,0.028857,1.170626,0.112472,0.273252,-0.215159,A
8334,-0.044977,-0.283688,0.079964,1.904109,0.261529,-0.219625,0.000377,1.560959,0.639574,-0.198561,G
8335,0.418606,0.023608,0.119432,0.518938,0.976743,0.073915,-1.810359,-0.20751,1.684436,1.508547,I
8336,0.174068,-0.137582,0.256134,-0.114568,0.155146,-0.879308,0.369954,-0.221413,0.363103,-0.841975,E
8337,0.037332,-0.120161,0.180034,0.579231,0.268292,0.038341,0.472961,-0.649719,-0.855774,0.009551,A
8338,0.300771,-0.188133,0.303004,-0.695219,0.261718,-0.099627,0.340712,-0.307722,0.087722,-0.675577,A
8339,0.206364,-0.468763,0.327262,-0.051478,0.261718,-0.289201,0.257111,0.379482,0.547113,-0.150047,A
8340,0.270488,-0.334999,0.132554,0.535336,0.264435,-0.684287,0.310458,-0.722832,-1.144856,-0.392639,A
8341,0.351408,0.352795,0.133166,-1.941842,-0.90888,-1.122929,0.249708,-0.225193,-0.058153,-0.256837,F
8342,0.363783,0.346856,0.323219,-1.64378,-0.900198,-0.777461,0.176385,-1.031096,-0.301985,-0.928138,H
8343,0.46812,0.109674,0.320487,-0.779288,0.24087,0.448424,0.368372,-1.514117,-0.109187,0.179056,F
8344,0.388254,-0.227096,0.367933,-2.142766,0.152295,-0.094313,0.414342,-1.990765,-1.996522,-0.651814,F
8345,-0.17549,-0.476889,0.44041,1.292828,0.244021,0.833152,0.334873,0.068594,1.695112,0.733973,X
8346,4.553329,-0.111112,0.223641,-2.50532,-0.906573,-1.246163,0.906199,-0.644815,-0.868143,-0.547256,A
8347,0.264179,-0.047879,0.116851,1.03869,0.261718,0.462937,0.154146,0.467165,0.465336,0.268195,A
8348,0.033192,-0.104521,0.314352,0.228369,0.266944,-0.285547,0.384616,0.686526,0.434669,-0.262207,A
8349,-0.018329,0.316738,0.458202,-0.196286,0.261718,-0.375141,0.240487,0.152841,0.116163,-0.14944,A
8350,0.626679,-2.29025,-0.000192,0.548539,0.976743,-0.573913,-1.61026,0.787386,1.803212,0.132805,I
8351,0.009958,-0.07524,0.058152,-0.691395,0.258856,-0.582762,0.386953,0.579984,-0.213357,-0.786551,D
8352,0.204649,-0.052046,0.383751,-1.431912,0.090656,-1.462672,0.483562,-0.58607,0.666804,-1.228042,H
8353,0.076168,0.183365,0.031718,-0.40812,0.2454,-0.486194,0.152726,0.538973,0.579105,-0.538234,A
8354,-3.498799,-0.272766,0.365951,-0.318357,-4.922215,-0.692466,0.122079,0.745144,0.583362,-1.061827,E
8355,0.40801,-0.234495,0.255379,-0.641624,0.263962,-0.401895,0.634023,-0.434843,-0.022741,-0.44525,G
8356,-3.498799,0.259274,0.142849,0.986808,-4.922215,-0.769995,0.166408,1.387631,-2.957525,-0.33442,A
8357,0.029596,-0.201622,0.315429,-0.690415,0.173948,-0.34843,-0.115478,0.037165,0.014119,-0.083208,F
8358,0.017433,0.142143,0.208289,0.979028,-0.124868,-0.588222,0.148365,0.162457,0.306627,-0.593007,A
8359,-0.253378,-0.267795,-3.202508,1.961472,0.257913,2.148593,0.455396,1.615874,1.65819,0.420091,X
8360,0.156038,0.27164,0.251141,0.060904,0.159714,-0.235375,0.406959,0.292999,0.043173,-0.335089,A
8361,0.754412,-0.114866,0.117613,-0.507432,0.78953,-0.361036,-0.738213,-0.730286,1.451056,-0.172756,I
8362,-0.046155,-0.118761,0.46402,1.548275,0.246248,1.188749,0.196041,0.557077,0.081452,0.781274,A
8363,0.263452,0.067688,0.157504,-0.16041,0.173361,-0.76962,0.25913,0.657719,0.098507,-0.65085,F
8364,0.108404,-0.339791,0.121704,-0.398092,0.261718,-0.100251,0.934651,-0.64449,0.014662,-0.319867,H
8365,0.380224,-0.368001,0.43772,0.254072,-0.928867,-0.908369,0.21273,0.911934,0.872897,-0.354083,E
8366,-2.560875,-0.051923,0.274946,-3.0495,0.098518,-2.085394,0.411229,1.77832,-2.134692,-2.248614,H
8367,0.120429,-0.21757,-2.932934,-1.674652,0.37854,-0.223948,0.394578,-0.020035,-0.165629,-0.240701,F
8368,-0.265838,0.337453,0.137209,1.317938,0.234847,1.771453,-0.264903,-1.163185,-2.269489,1.731312,A
8369,0.241798,0.239498,0.241114,0.027797,0.161539,-0.166298,0.118044,-0.071238,0.090586,0.047383,A
8370,0.045027,0.121239,-0.016912,-1.525785,-1.259456,-1.667092,0.561631,-3.432862,-1.288605,-1.689997,F
8371,-0.032916,-0.018411,0.072983,-0.125208,0.261718,0.598238,0.4136,-0.149971,0.046426,0.225499,A
8372,0.391763,-0.252404,0.112861,0.33494,0.976743,0.856579,-0.917736,-0.1893,1.069187,1.776378,I
8373,0.071539,0.340937,0.352589,0.679038,-0.093563,-0.354589,0.109896,0.371968,0.099935,-0.505497,A
8374,0.108398,0.068038,0.075503,0.323362,0.25966,-0.392465,0.561086,-0.533019,-0.053714,-0.506413,A
8375,0.111332,0.034407,0.254713,-0.014819,0.186766,-1.116197,-0.152038,-0.773803,-0.89347,-0.771306,G
8376,-0.04677,-0.142547,0.115376,0.172171,0.261718,2.005783,0.233307,0.023086,-0.068676,1.615535,A
8377,0.075065,-0.132336,0.423268,0.920492,0.246387,0.011803,0.072912,-0.311923,-0.938687,0.102728,A
8378,0.0422,0.299314,0.246093,-0.021015,0.245229,0.903645,0.427372,-0.978634,-0.133148,0.842757,H
8379,0.106731,0.561186,0.264988,-0.030285,0.236596,0.580523,0.121508,-0.545491,0.089654,0.137913,D
8380,-0.33422,-0.089958,0.265238,0.395401,0.24122,0.705324,-0.12412,-0.140132,0.217583,0.908975,E
8381,0.128817,-0.07467,0.418556,0.760508,0.255286,-0.898915,-0.156924,-3.09569,-2.636139,-0.937325,A
8382,-0.358879,-0.221262,0.191339,1.123758,0.254613,0.447837,0.435882,1.013736,1.991635,-0.210734,X
8383,0.015241,-0.001284,0.343111,-0.235679,0.233617,-1.602702,0.453864,-0.585692,-0.099982,-1.322481,E
8384,0.497271,-0.353163,0.146479,0.081826,0.976743,-0.94963,-1.212197,-0.554327,0.41412,-0.565604,I
8385,-0.145795,0.187351,0.277967,0.380753,0.179966,0.120032,0.358922,0.617368,0.871026,-0.166841,A
8386,0.019726,0.316095,0.361048,-0.336625,0.159353,0.677003,0.566666,-0.014584,-0.163524,-0.014946,H
8387,-0.1267,0.394699,0.362781,0.265381,0.262554,2.216618,0.774511,-1.239046,-0.790508,2.112168,A
8388,-0.60002,-0.0674,-3.210528,0.370336,0.230953,0.974175,0.049386,-0.154281,1.103293,0.915351,E
8389,0.248458,0.231789,0.301793,-1.679241,0.242476,-1.009686,0.748979,0.543288,0.373572,-0.99004,H
8390,-0.135001,0.251768,0.379427,1.256162,-2.693857,0.346706,-0.099649,0.862783,1.544945,-0.157861,E
8391,0.234404,-0.002621,0.334114,-1.16804,0.167658,-0.070356,0.12706,0.434822,0.037985,-0.187823,F
8392,0.422473,0.039394,-0.096781,0.132117,0.976743,-0.097057,-1.026514,0.115885,1.338675,0.612774,I
8393,0.10678,-0.168298,-0.023039,0.160017,0.265856,2.018808,-0.1624,-1.259199,-0.819818,2.368006,A
8394,0.533057,-0.249286,0.184901,1.575535,0.803933,-1.668121,-1.220161,0.535065,1.439389,0.015232,I
8395,3.714044,-0.089942,0.32938,-2.709026,0.261718,-0.07111,0.17458,1.314295,0.237231,-1.3e-05,F
8396,-0.157871,-0.125475,0.135619,-0.626861,0.151512,-0.410859,0.12625,-1.825167,-0.653355,-0.492386,F
8397,-0.136826,-0.35029,-3.197559,-0.852909,0.079595,0.447391,0.146986,-1.099692,-0.132832,0.536865,D
8398,0.011618,0.05682,-0.306288,2.785948,-0.54333,2.3678,-1.481554,1.201953,0.254952,2.526361,A
8399,-0.163687,-0.089297,0.290058,0.73892,0.241642,0.235873,0.31494,0.152088,0.235496,0.086506,F
8400,0.516852,-0.305353,0.438516,1.13113,0.963468,0.995276,-0.767083,-1.184307,-0.297242,1.850786,I
8401,0.063031,0.211402,0.517736,0.18219,0.176827,-0.913194,0.234595,0.779879,0.577426,-0.799155,D
8402,-3.498799,-0.405644,0.36921,0.751506,-4.922215,-0.09516,-0.04765,0.591933,-0.468807,0.080669,A
8403,0.015304,0.424177,0.04881,-0.446089,0.230456,-0.435764,0.148263,0.783086,0.682486,-0.706526,G
8404,0.110009,0.687827,0.024709,-0.028267,0.249855,-0.657341,0.105445,0.598838,0.117495,-0.734857,G
8405,0.083702,0.002071,0.392919,-0.460509,0.261718,-0.805723,-0.149033,-0.789832,-0.16859,-1.062296,H
8406,-0.181886,0.227684,0.349306,-0.632049,0.250864,0.333545,0.146239,-1.768954,-1.853824,-0.248073,E
8407,-0.159708,0.071463,0.584394,-1.910686,0.092764,-0.364565,0.239054,0.247509,-0.414093,-0.271171,C
8408,0.846235,-0.09496,0.182281,-1.981085,0.61923,-2.758051,-0.81875,-1.195335,1.223869,-1.829293,I
8409,-0.480103,-0.013623,0.38159,0.607311,0.150273,-0.634473,0.130362,1.287822,0.471987,-0.428459,E
8410,0.221245,-0.304457,0.111899,0.986439,0.241583,-0.238141,-2.796257,0.782708,0.70788,-1.403064,A
8411,-0.088489,-0.134697,0.085149,-0.704669,0.265844,0.333913,0.203868,-0.661891,0.258012,0.725535,E
8412,-0.097524,-0.506333,0.467748,0.361164,0.241026,-0.631451,0.235316,0.136823,0.461121,-0.700964,F
8413,0.106909,0.021137,0.039339,0.685259,0.268112,-1.058506,0.275252,0.96175,0.821988,-0.639196,F
8414,0.38907,0.083557,-0.036846,0.380122,0.23819,-0.321282,0.194539,0.797186,0.222682,-0.493195,A
8415,-0.102519,-0.432495,0.148556,0.65311,0.152405,-0.235713,-2.796822,0.787231,0.459622,-2.1744,A
8416,0.245218,-0.082575,0.331747,0.23467,0.259994,-0.082287,0.57127,0.375412,0.155815,-0.527887,A
8417,-0.053142,-0.128409,-0.015787,-0.184931,0.183079,0.164188,0.210524,0.867328,0.058866,0.145158,D
8418,-0.228708,-0.35025,0.557065,0.974135,0.523739,0.362898,-0.982409,0.929317,2.245182,0.611512,Y
8419,0.086011,-0.058764,0.368034,0.525243,0.264396,-0.374547,0.41238,1.054679,0.234956,-0.00859,A
8420,-0.145119,-0.390467,0.2212,0.153925,0.261718,0.189606,-0.021732,-0.202759,-0.096921,0.286907,F
8421,0.27143,-0.348936,0.034312,-0.069387,0.976743,-0.941618,-1.486628,0.504605,1.666682,-0.092674,I
8422,0.115298,-0.349118,-2.948822,-0.266048,0.261718,1.289708,-0.069178,0.165102,-0.114218,1.206526,F
8423,0.063954,-0.134168,-0.019754,-0.611174,0.233176,-0.012073,0.60794,-1.779845,-1.632642,0.255313,A
8424,0.137267,0.035248,0.232458,-0.458954,0.262196,0.435493,0.230771,-0.615503,-0.454359,0.24733,A
8425,-0.220761,0.330571,0.239114,-0.642756,0.261718,-1.095362,0.568811,1.264161,0.706986,-0.818687,E
8426,0.203428,0.102193,-0.046919,0.144332,0.150972,1.687322,0.66478,-0.844944,-0.421676,1.058398,G
8427,0.120486,0.232318,0.132749,0.185626,0.26096,0.936838,0.150108,-0.186889,-0.197416,0.600543,A
8428,0.044844,0.134109,0.175516,-0.037457,0.263535,-0.678976,0.146141,0.405214,0.496524,-0.576239,H
8429,-0.193154,-0.020342,0.43537,1.288523,0.261247,1.031508,0.617061,0.505637,0.3391,0.626793,E
8430,-0.002107,0.174058,0.489834,1.904351,0.17234,1.0592,0.234724,0.949438,2.324005,0.624786,X
8431,-0.409435,-0.680787,0.402504,0.638985,0.237371,-0.37172,0.027863,1.232463,0.67336,-0.469158,D
8432,0.038981,-0.025471,0.200284,0.363132,0.09829,0.004228,0.361027,0.526442,0.997365,0.068774,E
8433,0.52544,-0.064261,-3.167262,0.77184,0.975539,-1.566785,-1.057524,-2.792119,-3.291136,-0.719257,I
8434,0.001932,0.034813,0.337876,-0.237066,0.245383,-1.022589,0.19083,0.247633,0.494924,-1.271287,G
8435,1.105973,-0.045405,0.120914,1.070415,0.261718,-0.09619,0.819497,0.52477,-0.58339,0.367028,A
