Color,fixed acidity2,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
White,6.2,0.54,0.18,0.94,0.046,4.0,68.0,0.9924,3.34,0.54,14.0,5
Red,8.0,0.3,0.31,14.34,0.062,22.0,104.0,0.996116,3.3,0.62,9.1,6
White,6.2,0.35,0.45,15.14,0.051,37.0,158.0,0.999959,3.09,0.51,11.3,5
White,7.1,0.23,0.34,10.0,0.073,38.0,189.0,0.996149,3.41,0.44,9.9,5
White,6.2,0.39,0.34,1.41,0.037,3.0,84.0,0.991801,3.02,0.53,12.1,6
White,6.6,0.28,0.2,8.16,0.046,44.0,171.0,0.992258,3.16,0.6,9.6,6
White,8.8,0.24,0.36,14.23,0.054,32.0,187.0,0.998367,2.94,0.38,9.7,6
Red,9.6,0.45,0.55,2.8,0.075,9.0,85.0,0.997163,3.1,0.61,10.8,6
White,7.0,0.24,0.34,1.71,0.036,20.0,122.0,0.990008,3.12,0.41,10.2,6
Red,7.1,0.7,0.34,2.49,0.07,6.0,40.0,0.99888,3.35,0.73,10.2,5
White,6.7,0.18,0.51,1.42,0.043,28.0,139.0,0.995525,3.18,0.51,10.9,7
White,5.3,0.96,0.14,1.7,0.082,25.0,80.0,0.995904,3.39,0.59,11.0,5
White,6.2,0.31,0.21,1.37,0.037,7.0,97.0,0.992829,3.41,0.35,9.5,5
White,6.3,0.18,0.27,2.7,0.052,44.0,156.0,0.996648,3.18,0.44,9.1,5
Red,7.0,0.75,0.09,1.19,0.07,18.0,46.0,0.998227,2.88,0.52,10.2,5
White,6.5,0.32,0.28,7.99,0.037,26.0,115.0,0.991866,3.11,0.38,12.8,6
White,6.6,0.44,0.28,6.16,0.05,5.0,79.0,0.993417,3.31,0.62,11.6,7
White,7.5,0.36,0.49,1.91,0.044,44.0,121.0,0.993109,2.89,0.36,9.0,7
Red,6.4,0.74,0.12,2.62,0.065,22.0,51.0,0.995013,3.3,0.53,10.7,5
White,7.0,0.23,0.32,7.99,0.04,38.0,173.0,0.992798,3.21,0.48,10.8,5
Red,7.4,0.55,0.33,1.69,0.076,10.0,106.0,0.995911,3.34,0.54,9.4,7
Red,8.9,0.33,0.3,2.44,0.124,10.0,28.0,0.99835,3.26,0.7,12.0,7
Red,8.1,0.54,0.25,2.5,0.081,9.0,12.0,0.997022,3.27,1.08,9.4,5
White,7.9,0.31,0.45,2.05,0.076,15.0,101.0,0.996186,3.14,1.36,9.5,5
White,7.7,0.64,0.28,12.85,0.032,20.0,138.0,0.998289,3.07,0.62,10.5,6
White,7.0,0.23,0.57,2.67,0.058,35.0,121.0,0.993177,3.25,0.45,10.0,6
White,6.3,0.13,0.22,6.54,0.04,25.0,133.0,0.991808,3.2,0.47,10.0,8
Red,7.7,0.6,0.2,1.77,0.039,33.0,60.0,0.996534,3.02,0.54,9.8,5
White,7.3,0.21,0.36,2.06,0.033,35.0,178.0,0.9984,3.3,0.38,9.0,6
Red,6.0,0.35,0.51,2.32,0.052,13.0,116.0,0.996219,3.38,0.5,9.2,5
Red,7.2,0.43,0.36,2.67,0.074,24.0,134.0,0.997429,3.32,0.8,10.7,7
White,6.8,0.26,0.34,11.62,0.047,39.0,144.0,0.996142,3.16,0.52,9.1,6
White,7.4,0.23,0.41,8.1,0.044,46.0,138.0,0.995822,3.27,0.32,11.4,6
White,5.9,0.28,0.32,5.46,0.048,19.0,143.0,0.992023,3.25,0.4,11.8,6
White,9.4,0.24,0.24,3.5,0.022,38.0,78.0,0.997102,3.08,0.54,9.2,8
White,8.0,0.16,0.48,4.18,0.05,68.0,183.0,0.995132,3.14,0.51,9.7,5
White,7.5,0.28,0.24,1.48,0.055,17.0,161.0,0.996831,3.16,0.48,10.4,6
White,7.3,0.18,0.36,1.55,0.032,61.0,178.0,0.98997,3.09,0.62,11.8,6
White,6.7,0.27,0.25,8.35,0.025,45.0,60.0,0.995626,3.26,0.38,10.0,6
White,6.8,0.18,0.27,10.24,0.039,15.0,83.0,0.994523,3.15,0.45,9.9,7
Red,7.8,0.31,0.52,2.11,0.088,7.0,23.0,0.997324,3.28,0.75,9.8,6
White,7.6,0.24,0.32,12.78,0.048,61.0,171.0,0.998122,3.12,0.48,11.0,7
White,6.4,0.2,0.24,1.33,0.041,53.0,183.0,0.994588,3.18,0.45,9.5,5
White,6.6,0.4,0.3,1.51,0.029,17.0,81.0,0.991832,3.5,0.47,12.2,5
White,7.4,0.67,0.26,15.58,0.05,30.0,210.0,0.998394,3.48,0.5,9.4,6
White,6.1,0.16,0.24,6.88,0.049,69.0,162.0,0.998184,2.89,0.44,9.0,5
White,8.2,0.31,0.49,6.4,0.044,41.0,92.0,0.994483,3.2,0.94,10.3,4
White,7.0,0.22,0.49,9.1,0.054,49.0,137.0,0.990807,3.1,0.47,12.5,7
White,6.3,0.28,0.34,1.05,0.04,59.0,117.0,0.996147,3.07,0.68,10.0,6
White,6.7,0.2,0.28,0.95,0.033,58.0,121.0,0.991847,3.11,0.32,11.4,6
Red,7.2,0.68,0.14,2.66,0.085,6.0,40.0,0.997199,3.37,0.86,10.0,4
White,7.4,0.26,0.31,13.16,0.068,34.0,229.0,0.998641,3.05,0.5,9.1,7
White,7.6,0.29,0.3,14.78,0.036,18.0,126.0,0.998231,3.22,0.47,9.2,6
White,6.8,0.27,0.44,1.32,0.036,65.0,123.0,0.993796,3.49,0.46,9.0,6
Red,7.2,0.47,0.17,1.71,0.069,7.0,33.0,0.996426,3.26,0.56,10.0,6
White,6.7,0.29,0.4,1.53,0.051,30.0,66.0,0.990851,3.16,0.48,11.8,6
White,7.9,0.16,0.26,2.17,0.037,17.0,48.0,1.000495,3.11,0.68,10.5,6
White,5.5,0.31,0.36,1.5,0.021,33.0,80.0,0.991636,3.16,0.39,12.4,6
White,6.3,0.51,0.24,4.08,0.032,33.0,172.0,0.99147,3.19,0.53,9.1,6
White,6.2,0.33,0.47,6.99,0.047,51.0,182.0,0.995503,3.22,0.45,10.4,5
Red,10.5,0.21,0.58,2.64,0.079,6.0,29.0,0.997893,3.26,0.63,11.0,6
Red,6.7,0.35,0.0,5.01,0.057,22.0,106.0,0.9908,3.12,0.46,10.6,3
White,6.8,0.26,0.35,10.31,0.043,20.0,201.0,0.995998,3.02,0.44,10.0,5
White,7.8,0.25,0.18,9.15,0.055,29.0,260.0,0.991619,3.13,0.35,10.2,7
White,6.3,0.26,0.22,6.68,0.039,67.0,78.0,0.996596,3.14,0.33,10.1,6
White,7.4,0.18,0.34,5.98,0.051,20.0,106.0,0.993202,3.07,0.55,11.0,7
White,8.5,0.21,0.39,1.96,0.046,15.0,140.0,0.997498,3.09,0.53,9.5,5
White,6.4,0.34,0.44,7.76,0.047,52.0,200.0,0.995461,3.15,0.48,9.4,5
White,6.8,0.16,0.28,14.68,0.05,21.0,115.0,0.99659,3.08,0.38,9.0,4
White,6.9,0.24,0.24,8.78,0.039,19.0,153.0,0.995382,3.34,0.55,10.4,6
Red,10.0,0.28,0.49,1.81,0.077,6.0,15.0,0.997294,3.22,1.05,10.5,7
Red,7.1,0.4,0.37,1.68,0.122,52.0,144.0,0.994397,3.09,0.49,9.5,5
White,6.7,0.41,0.26,2.99,0.021,54.0,142.0,0.99611,3.07,0.51,8.7,5
White,6.7,0.26,0.32,13.17,0.031,60.0,183.0,0.997016,3.21,0.44,9.2,5
White,6.1,0.29,0.28,4.76,0.061,30.0,106.0,0.993398,3.24,0.44,9.2,6
White,6.2,0.27,0.12,11.53,0.052,15.0,123.0,0.998159,3.19,0.35,9.2,5
White,6.4,0.36,0.45,9.06,0.039,24.0,126.0,0.996086,3.36,0.47,12.5,6
Red,8.1,0.71,0.18,1.9,0.088,5.0,59.0,0.997809,2.97,0.62,9.3,6
White,6.8,0.15,0.18,17.72,0.082,17.0,182.0,0.998374,3.0,0.36,9.0,5
White,7.6,0.18,0.19,7.82,0.038,21.0,124.0,0.999941,3.19,0.36,9.0,5
Red,7.6,0.39,0.34,4.46,0.076,13.0,23.0,0.996617,3.21,0.8,9.7,5
Red,10.2,0.33,0.47,2.36,0.051,3.0,15.0,0.997677,3.63,0.6,9.2,6
White,7.6,0.16,0.09,13.42,0.044,60.0,117.0,0.994829,3.23,0.95,11.1,6
Red,8.4,0.73,0.1,2.46,0.086,10.0,45.0,0.995821,3.29,0.59,10.6,5
White,5.6,0.54,0.28,5.27,0.051,51.0,107.0,0.993208,3.14,0.39,9.2,6
White,8.9,0.52,0.26,2.93,0.043,10.0,124.0,0.994993,3.22,0.54,9.4,5
White,7.7,0.44,0.46,2.1,0.05,29.0,126.0,0.997361,3.05,0.5,9.7,6
Red,9.6,0.57,0.26,2.14,0.112,15.0,35.0,0.994645,3.19,0.63,10.2,6
Red,7.0,0.28,0.36,8.04,0.046,15.0,92.0,0.991252,3.03,0.44,11.9,6
White,7.1,0.26,0.47,13.55,0.052,49.0,158.0,1.000334,3.42,0.44,9.2,5
Red,7.9,0.71,-0.0,1.35,0.079,9.0,14.0,0.995374,3.41,0.7,9.5,6
White,6.3,0.25,0.26,2.75,0.068,50.0,180.0,0.996136,3.17,0.49,10.3,5
White,6.9,0.43,0.27,1.74,0.104,7.0,78.0,0.993262,3.43,0.6,10.1,6
Red,6.7,0.58,0.01,2.34,0.077,18.0,62.0,0.995403,3.42,0.62,10.2,6
White,7.1,0.31,0.24,8.72,0.057,18.0,159.0,0.995935,3.13,0.64,8.8,7
White,6.4,0.23,0.62,11.35,0.037,24.0,218.0,0.995589,3.12,0.52,8.8,6
White,5.5,0.13,0.18,13.23,0.039,49.0,132.0,0.991789,3.27,0.44,12.7,8
White,6.9,0.27,0.31,10.2,0.17,13.0,211.0,0.997583,3.05,0.54,9.5,5
White,6.8,0.31,0.43,10.37,0.044,20.0,114.0,0.998297,3.33,0.56,10.7,6
White,6.7,0.43,0.34,6.03,0.044,62.0,93.0,0.998511,3.23,0.53,8.7,6
Red,7.6,0.75,0.18,2.03,0.078,21.0,227.0,0.995946,3.44,0.65,11.0,5
Red,9.1,0.49,0.12,1.68,0.081,36.0,40.0,0.994935,3.28,0.46,9.4,6
White,6.2,0.28,0.42,17.16,0.046,25.0,99.0,0.998778,3.19,0.47,10.6,5
White,7.4,0.22,0.38,14.49,0.053,7.0,107.0,0.994458,3.28,0.51,9.1,6
White,6.1,0.27,0.26,3.43,0.069,23.0,106.0,0.989941,3.3,0.41,9.1,5
White,7.5,0.19,0.22,2.03,0.048,27.0,177.0,0.990965,3.01,0.64,9.4,5
White,6.7,0.56,0.43,15.56,0.032,45.0,132.0,0.997452,3.12,0.39,10.2,7
White,6.6,0.21,0.32,9.13,0.046,55.0,132.0,0.997894,3.03,0.46,8.8,5
Red,7.1,0.46,0.0,2.02,0.089,17.0,42.0,0.996302,3.33,0.47,10.8,5
White,6.9,0.11,0.28,2.65,0.101,11.0,177.0,0.996348,3.19,0.62,9.2,5
White,7.4,0.44,0.3,8.09,0.024,67.0,178.0,0.997884,3.16,0.56,9.5,6
White,6.8,0.32,0.65,2.34,0.025,17.0,163.0,0.991285,3.08,0.41,12.0,6
White,6.8,0.2,0.34,8.07,0.029,44.0,111.0,0.99128,3.26,0.4,11.8,6
White,7.2,0.41,0.27,3.01,0.047,15.0,137.0,0.990154,3.11,0.37,11.3,7
Red,8.0,0.4,0.07,1.81,0.082,16.0,32.0,0.998272,3.39,0.55,9.6,7
White,7.6,0.42,0.49,13.71,0.033,47.0,192.0,0.998383,3.16,0.5,11.3,5
White,6.8,0.24,0.49,5.32,0.08,17.0,175.0,0.994361,3.42,0.49,10.2,4
White,7.7,0.19,0.68,1.47,0.089,40.0,82.0,0.996565,3.13,0.35,9.8,5
White,7.0,0.26,0.42,3.76,0.046,29.0,157.0,0.998343,3.18,0.36,9.0,6
Red,8.8,0.5,0.31,2.37,0.082,15.0,62.0,0.994,3.16,0.59,10.1,6
White,7.5,0.22,0.35,2.27,0.043,13.0,212.0,0.993316,2.99,0.52,10.8,6
White,7.4,0.19,0.35,1.29,0.051,12.0,170.0,0.989433,3.12,0.58,10.8,5
White,7.5,0.28,0.34,11.98,0.053,54.0,183.0,0.996979,2.99,0.61,10.6,6
Red,9.0,0.58,0.26,1.64,0.088,8.0,112.0,0.996918,3.48,0.52,9.8,5
White,7.3,0.31,0.35,6.6,0.113,49.0,149.0,0.995946,3.11,0.43,12.6,5
White,8.0,0.24,0.27,1.1,0.029,30.0,144.0,0.990904,3.25,0.3,11.1,5
White,7.2,0.22,0.3,1.22,0.033,24.0,12.0,0.990692,3.26,0.31,9.8,6
White,6.7,0.28,0.35,13.57,0.051,20.0,235.0,0.997291,3.19,0.64,12.2,5
White,7.0,0.25,0.37,1.19,0.047,22.0,132.0,0.990477,3.08,0.54,11.1,7
White,6.8,0.33,0.12,2.47,0.047,11.0,119.0,0.993219,3.14,0.36,9.0,5
Red,7.2,0.73,0.22,3.03,0.36,25.0,44.0,0.996808,3.39,0.56,9.3,6
White,6.4,0.28,0.27,1.21,0.038,46.0,163.0,0.996912,3.2,0.41,9.9,5
White,7.9,0.18,0.56,1.7,0.024,50.0,173.0,0.993748,3.27,0.32,9.3,5
White,8.4,0.28,0.42,8.57,0.044,60.0,174.0,0.995932,3.26,0.49,9.6,5
White,7.5,0.2,0.28,12.62,0.05,32.0,148.0,0.998275,3.3,0.46,9.4,5
White,6.6,0.21,0.26,12.29,0.031,57.0,225.0,0.995674,3.2,0.56,12.8,6
White,6.5,0.26,0.22,5.27,0.058,25.0,101.0,0.993716,3.11,0.71,12.5,5
White,6.9,0.27,0.39,14.28,0.046,47.0,153.0,0.991344,3.22,0.97,10.9,7
White,7.3,0.24,0.3,13.22,0.068,35.0,200.0,0.998596,3.0,0.79,9.2,5
White,7.8,0.34,0.34,18.16,0.084,23.0,114.0,0.993776,3.12,0.44,9.0,6
White,6.3,0.16,0.25,1.14,0.057,22.0,97.0,0.991624,3.28,0.37,11.1,7
White,6.8,0.24,0.38,17.34,0.084,37.0,118.0,1.00012,3.09,0.46,8.8,6
Red,6.3,0.57,0.1,3.04,0.088,40.0,66.0,0.997908,3.36,0.89,11.8,6
White,7.0,0.3,0.39,9.14,0.09,59.0,137.0,0.992851,3.37,0.54,10.7,5
White,7.8,0.39,0.28,2.08,0.109,56.0,163.0,0.996596,3.26,0.48,9.7,5
Red,6.1,0.13,0.3,2.63,0.063,18.0,50.0,0.990433,3.32,0.62,10.1,7
White,6.3,0.25,0.23,20.36,0.051,29.0,207.0,0.996416,3.02,0.37,12.5,6
White,7.1,0.28,0.49,1.31,0.063,35.0,106.0,0.988728,3.38,0.38,12.2,9
Red,10.3,0.38,0.5,1.41,0.068,15.0,18.0,1.002554,3.13,0.48,10.0,6
White,6.8,0.3,0.24,10.22,0.037,62.0,126.0,0.995247,3.05,0.55,9.7,6
White,8.5,0.39,0.31,1.53,0.039,4.0,60.0,0.990578,3.08,0.46,10.6,5
Red,6.0,0.34,0.34,1.88,0.058,18.0,168.0,0.993618,3.19,0.93,10.7,7
White,6.1,0.18,0.32,1.55,0.04,16.0,61.0,0.990487,3.15,0.52,10.4,6
White,6.7,0.24,0.31,1.62,0.053,53.0,189.0,0.995565,3.23,0.62,9.7,6
Red,8.8,0.5,0.41,1.64,0.046,24.0,213.0,0.997808,3.23,0.5,9.4,5
White,5.6,0.29,0.74,12.19,0.037,78.0,119.0,0.997956,3.12,0.4,11.9,7
White,7.2,0.26,0.42,8.03,0.049,55.0,155.0,0.995995,3.11,0.48,10.5,6
White,6.8,0.22,0.35,9.29,0.029,45.0,149.0,0.996707,2.86,0.36,10.0,5
White,6.6,0.24,0.24,11.04,0.039,47.0,149.0,0.997233,3.2,0.52,10.0,3
White,7.0,0.23,0.35,7.41,0.028,26.0,118.0,0.993882,3.25,0.39,10.8,6
White,6.6,0.22,0.28,12.48,0.034,39.0,169.0,0.993205,3.29,0.38,11.3,7
White,5.6,0.39,0.63,10.53,0.051,46.0,157.0,0.99741,3.05,0.53,8.9,5
Red,7.8,0.66,0.08,2.58,0.09,10.0,34.0,0.993222,3.56,0.47,9.0,5
White,7.4,0.28,0.4,6.01,0.048,67.0,128.0,0.992808,3.1,0.55,10.9,6
Red,9.6,0.44,0.34,1.99,0.12,14.0,23.0,0.999021,3.39,0.58,10.2,6
White,5.3,0.39,0.24,1.69,0.038,23.0,117.0,0.994193,3.16,0.47,11.4,6
White,7.9,0.23,0.41,1.45,0.032,48.0,139.0,0.993023,3.23,0.72,11.7,7
White,7.1,0.36,0.36,1.74,0.036,7.0,123.0,0.994168,3.02,0.42,12.6,5
White,7.2,0.19,0.34,2.67,0.033,18.0,153.0,0.994773,3.2,0.49,10.7,7
White,8.1,0.25,0.2,2.22,0.036,29.0,183.0,0.995703,3.51,0.56,12.4,5
White,8.7,0.16,0.36,0.63,0.055,10.0,160.0,0.991997,3.12,0.43,9.1,4
White,7.0,0.23,0.33,9.18,0.045,36.0,138.0,0.99224,3.09,0.33,12.0,6
White,8.0,0.2,0.49,1.95,0.037,25.0,166.0,0.990935,3.39,0.31,9.9,4
White,8.9,0.62,0.39,1.89,0.062,5.0,140.0,0.997838,3.21,0.76,9.3,6
White,6.0,0.16,0.41,3.96,0.052,48.0,155.0,0.991514,3.2,0.44,9.8,5
White,7.7,0.6,0.18,1.74,0.463,9.0,50.0,0.994331,3.16,0.64,9.7,5
White,7.6,0.48,0.49,3.15,0.042,20.0,101.0,0.993391,3.27,0.96,10.8,6
White,6.8,0.27,0.22,1.29,0.046,20.0,166.0,0.994724,3.07,0.4,9.7,6
White,9.3,0.15,0.44,8.83,0.05,48.0,187.0,0.995281,3.2,0.41,9.6,6
White,7.3,0.42,0.32,8.96,0.049,17.0,155.0,0.99197,3.52,0.52,10.8,7
White,6.4,0.37,0.3,7.76,0.049,43.0,135.0,0.995216,3.17,0.38,10.2,6
White,5.1,0.24,0.23,15.28,0.138,40.0,133.0,0.997232,3.35,0.42,9.2,6
Red,7.7,0.69,0.09,1.66,0.073,16.0,83.0,0.996707,3.3,0.6,9.6,5
Red,6.8,0.58,0.02,3.52,0.079,6.0,43.0,0.99699,3.43,0.62,11.5,7
White,7.0,0.26,0.3,8.59,0.045,17.0,98.0,0.995435,3.35,0.52,10.4,6
White,6.2,0.13,0.31,1.06,0.026,13.0,76.0,0.991485,3.1,0.59,10.6,6
White,5.9,0.25,0.4,5.05,0.043,48.0,170.0,0.995387,3.15,0.48,10.8,5
White,7.3,0.33,0.48,14.74,0.069,23.0,125.0,0.998038,3.21,0.48,11.0,6
White,7.6,0.27,0.29,10.67,0.021,27.0,217.0,0.992557,3.07,0.46,8.8,8
White,7.1,0.29,0.37,7.29,0.035,42.0,101.0,0.992884,3.17,0.47,11.4,6
White,6.5,0.22,0.29,7.79,0.037,59.0,189.0,0.996484,3.06,0.5,10.6,5
White,6.6,0.41,0.28,6.5,0.058,18.0,128.0,0.992559,3.21,0.53,10.6,6
Red,5.7,0.69,0.03,1.98,0.082,24.0,11.0,0.99404,3.56,0.58,12.2,5
White,8.1,0.34,0.23,4.08,0.037,36.0,105.0,0.994288,3.26,0.58,12.2,6
White,7.1,0.26,0.36,13.11,0.051,20.0,199.0,0.997834,3.06,0.53,9.4,5
White,6.7,0.23,0.45,7.11,0.042,53.0,192.0,0.995604,3.1,0.5,10.6,6
Red,7.4,0.16,0.52,1.66,0.081,47.0,168.0,0.997505,3.53,0.65,12.3,6
White,6.8,0.25,0.36,13.49,0.046,38.0,141.0,0.995959,3.32,0.52,9.5,6
Red,6.8,0.91,0.06,2.35,0.074,26.0,39.0,0.995749,3.33,0.59,11.0,6
White,6.0,0.24,0.3,4.68,0.044,20.0,137.0,0.993184,3.21,0.36,12.7,7
White,6.1,0.28,0.43,0.66,0.132,17.0,76.0,0.995996,3.03,0.38,12.5,7
Red,7.6,0.17,0.64,1.48,0.063,6.0,172.0,0.994213,3.17,0.71,10.6,6
White,6.6,0.14,0.3,1.76,0.04,15.0,113.0,0.989914,3.23,0.71,12.0,6
White,6.9,0.17,0.34,21.86,0.024,19.0,129.0,0.989861,3.27,0.41,12.5,7
White,8.1,0.24,0.37,14.3,0.039,46.0,148.0,0.992015,3.17,0.55,9.2,7
Red,7.1,0.17,0.41,1.03,0.035,10.0,101.0,0.991244,3.15,0.62,10.6,6
White,6.9,0.17,0.15,5.1,0.058,53.0,168.0,0.993188,3.2,0.47,10.8,6
White,6.4,0.22,0.38,1.05,0.092,28.0,142.0,0.99263,3.11,0.42,9.0,6
White,6.6,0.26,0.36,4.68,0.044,35.0,103.0,0.996059,3.11,0.46,12.2,7
White,6.7,0.42,0.41,8.6,0.039,67.0,133.0,0.996169,2.93,0.52,10.5,6
Red,11.5,0.58,0.49,1.99,0.343,5.0,31.0,0.997878,3.07,1.06,11.2,6
White,8.3,0.75,0.14,2.04,0.075,15.0,48.0,0.996321,3.41,0.6,10.2,5
Red,5.8,0.62,0.13,1.91,0.103,14.0,19.0,0.996942,3.16,0.56,10.1,6
Red,7.4,0.71,0.13,1.73,0.096,20.0,46.0,0.993199,3.39,0.6,9.4,5
White,6.1,0.28,0.47,5.91,0.032,44.0,131.0,0.996842,3.25,0.48,10.3,6
White,8.2,0.23,0.32,9.24,0.041,40.0,118.0,0.992347,3.03,0.32,12.7,7
White,6.8,0.29,0.37,7.75,0.043,33.0,172.0,0.994906,3.21,0.78,10.2,6
White,6.7,0.23,0.19,11.22,0.039,50.0,147.0,0.993011,3.37,0.27,10.2,6
Red,9.8,0.28,0.48,2.44,0.066,2.0,23.0,0.999407,3.39,0.62,10.7,6
White,7.0,0.49,0.28,3.93,0.062,23.0,172.0,0.996441,3.11,0.57,9.2,7
White,7.3,0.19,0.36,12.89,0.038,77.0,171.0,0.997711,3.36,0.61,9.7,6
White,5.7,0.49,0.09,1.68,0.08,10.0,48.0,0.9902,3.34,0.35,9.0,8
White,6.9,0.34,0.74,10.64,0.034,19.0,106.0,0.992378,3.0,0.55,11.8,7
White,5.7,0.29,0.38,3.24,0.054,52.0,179.0,0.996317,3.09,0.44,8.8,6
White,6.6,0.33,0.2,0.83,0.046,45.0,174.0,0.999068,3.15,0.42,9.0,6
White,7.4,0.36,0.35,9.17,0.03,35.0,102.0,0.992989,3.0,0.34,11.0,7
White,7.4,0.19,0.3,14.68,0.064,22.0,204.0,0.998902,2.9,0.38,8.9,6
White,6.3,0.4,0.25,4.82,0.048,60.0,187.0,0.994714,3.14,0.43,9.6,6
White,7.3,0.22,0.26,12.48,0.037,25.0,123.0,0.996318,3.19,0.35,10.4,6
White,6.9,0.24,0.35,8.57,0.045,50.0,247.0,0.993191,3.02,0.58,10.0,6
Red,6.6,0.5,0.04,2.32,0.072,5.0,33.0,0.995378,3.52,0.4,9.7,3
White,7.3,0.49,0.43,2.03,0.051,9.0,123.0,0.997219,3.42,0.49,10.5,5
White,7.7,0.27,0.28,2.12,0.036,38.0,109.0,0.990758,2.99,0.41,8.9,7
Red,9.9,0.23,0.45,2.34,0.069,10.0,10.0,0.995193,3.34,0.58,9.8,7
White,12.8,0.52,0.0,1.82,0.044,16.0,89.0,0.99397,3.52,0.58,14.0,6
White,14.2,0.2,0.38,16.09,0.044,37.0,181.0,0.99175,3.16,0.42,10.0,6
White,5.8,0.36,0.26,6.14,0.039,36.0,118.0,0.990262,3.3,0.4,9.1,4
White,7.1,0.16,0.38,1.16,0.051,25.0,63.0,0.991435,3.23,0.62,10.8,6
White,6.2,0.41,0.25,5.26,0.05,45.0,69.0,0.993613,3.42,0.4,10.2,6
Red,7.7,0.52,-0.0,2.16,0.076,6.0,29.0,0.995809,3.36,0.56,9.8,5
White,7.1,0.32,0.24,1.05,0.057,21.0,182.0,0.996288,3.13,0.43,8.7,5
Red,9.9,0.61,0.22,1.5,0.096,9.0,163.0,0.994326,3.72,0.62,10.7,6
White,7.0,0.2,0.26,9.01,0.028,42.0,133.0,0.990817,3.24,0.59,12.0,7
Red,7.3,0.69,0.01,2.03,0.093,22.0,37.0,0.996035,3.41,0.58,10.8,6
Red,7.8,0.32,0.43,1.97,0.094,23.0,111.0,0.995838,3.2,0.58,9.8,5
White,7.4,0.15,0.26,1.92,0.026,65.0,99.0,0.993272,3.04,0.38,9.3,6
White,6.7,0.15,0.28,15.21,0.05,30.0,89.0,0.990706,3.12,0.5,9.1,6
White,6.9,0.3,0.34,6.48,0.032,16.0,100.0,0.992345,3.08,0.59,10.3,8
White,8.6,0.48,0.28,1.7,0.085,21.0,47.0,0.996422,3.24,0.55,9.4,6
White,6.8,0.31,0.39,13.52,0.045,24.0,199.0,0.995804,3.27,0.58,9.5,6
White,7.0,0.32,0.37,8.14,0.045,43.0,124.0,0.991983,3.18,0.55,10.5,5
White,6.2,0.24,0.48,1.36,0.036,31.0,108.0,0.994083,3.35,0.41,11.1,6
White,6.1,0.36,0.32,5.73,0.036,28.0,130.0,0.993644,3.23,0.4,11.3,7
White,7.3,0.17,0.35,13.54,0.033,15.0,83.0,0.990476,3.01,0.6,11.7,6
White,6.9,0.32,0.26,2.07,0.045,55.0,153.0,0.995822,3.34,0.56,11.3,5
White,7.1,0.34,0.33,2.31,0.037,12.0,102.0,0.989672,3.3,0.48,12.0,7
White,6.2,0.32,0.2,14.44,0.054,53.0,203.0,0.998272,3.18,0.44,9.6,6
Red,7.2,0.15,0.4,2.13,0.045,67.0,12.0,0.993523,3.05,0.54,9.5,6
Red,6.9,0.83,0.04,1.87,0.086,15.0,9.0,0.995679,3.24,0.56,10.7,6
White,5.0,0.23,0.23,14.38,0.046,44.0,119.0,0.999405,3.07,0.5,9.1,5
White,5.9,0.31,0.3,5.1,0.041,23.0,117.0,0.99179,3.32,0.46,11.1,6
White,5.5,0.41,0.14,1.49,0.036,17.0,147.0,0.993555,3.13,0.45,10.2,6
White,5.6,0.29,0.28,9.61,0.056,25.0,91.0,0.994117,2.99,0.37,11.0,7
Red,10.3,0.38,0.2,1.72,0.213,8.0,14.0,0.994383,3.21,0.5,9.7,6
White,5.0,0.19,0.3,10.65,0.058,53.0,137.0,0.995795,3.14,0.46,11.5,6
Red,7.5,1.33,-0.0,3.24,0.084,12.0,31.0,0.996095,3.4,0.55,10.6,6
Red,7.2,0.62,0.07,2.66,0.081,8.0,40.0,0.997484,3.51,0.55,10.5,6
Red,7.7,0.55,0.41,1.91,0.095,15.0,190.0,0.994301,3.37,0.48,11.0,5
Red,8.9,0.38,0.44,2.36,0.08,5.0,13.0,0.998092,3.26,0.52,11.0,6
White,6.9,0.18,0.18,2.64,0.054,24.0,148.0,0.997041,3.08,0.49,13.6,6
Red,6.4,0.4,0.17,1.99,0.042,8.0,219.0,0.993586,3.19,0.44,9.7,5
White,7.2,0.2,0.37,1.05,0.049,20.0,89.0,0.994256,3.01,0.45,10.7,7
Red,8.0,0.51,0.31,2.25,0.055,5.0,32.0,0.995058,3.28,0.57,12.0,5
Red,8.9,0.4,0.3,1.74,0.068,2.0,9.0,0.995824,3.24,0.56,11.7,7
Red,7.4,0.65,0.01,2.4,0.088,15.0,35.0,0.995138,3.3,0.78,11.7,7
Red,8.0,0.56,0.33,2.05,0.081,39.0,70.0,0.999532,3.31,0.39,9.2,5
White,7.4,0.22,0.38,14.34,0.036,55.0,139.0,0.998374,2.95,0.4,8.9,6
White,8.2,0.37,0.42,11.1,0.031,30.0,112.0,0.991988,3.12,0.36,10.4,6
White,6.6,0.17,0.23,8.15,0.035,22.0,127.0,0.99185,3.15,0.44,11.0,5
White,6.0,0.29,0.22,3.45,0.066,23.0,151.0,0.991885,3.35,0.4,9.9,7
White,6.1,0.35,0.07,1.51,0.037,32.0,125.0,0.993909,3.16,0.41,10.0,5
White,7.8,0.75,0.4,1.65,0.037,23.0,112.0,0.991881,3.09,0.59,9.2,7
