Company,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,LABEL
3260,0.168228,0.310785,0.523356,7.363558,-3.526006,,0.180342,1.871944,2.573033,0.60562,0.226504,0.642715,0.179417,0.328469,-369.334683,0.313611,8.442892,0.312256,0.190294,16.155698,2.236132,0.246022,0.184529,,0.151205,1.720451,-98.589655,0.444218,3.980516,0.535018,0.060574,1414.812659,5.948631,6.34733,0.159888,1.66981,,0.657322,0.102832,-1.006566,1.599753,0.115072,86.220029,60.996667,0.80462,4.650526,71.197542,0.198615,0.056442,3.659147,0.191667,0.054971,0.525104,8.290266,1263.124205,0.104521,-0.057525,0.855654,,4.765641,3.5975,-152.135896,5.069247,14.871593,0.0
3261,-0.030673,0.245753,0.201921,1.72324,14.039087,,-0.036246,1.124677,2.942252,0.409892,-0.090067,0.941759,0.09749,0.029775,-2031.872748,0.289646,4.463413,-0.082392,-0.046658,241.286977,2.136665,-0.041848,-0.018893,0.118383,0.588224,-0.431995,129.089804,2.359578,4.010187,0.635498,0.045851,1464.694895,0.502029,3.560099,-0.014583,2.683342,59.923508,0.135576,-0.05916,-0.874539,2.91729,0.049504,66.029669,41.482311,0.766177,0.223722,86.889286,0.057722,-0.03208,3.197651,0.624651,0.534308,-1.21465,10.305395,-1208.191137,-0.069245,0.125879,1.045139,,9.53919,1.472039,272.267618,12.246546,53.517116,0.0
3262,0.122929,0.570427,0.278749,3.459016,659.40196,0.343233,0.252741,3.804124,1.692102,0.495494,0.101651,0.072306,0.213139,-0.163181,-338.875784,0.077817,1.460694,0.136408,-0.053301,5.976278,0.333237,0.126022,-0.023385,0.134495,0.455816,-0.123035,122.551982,7.301959,4.49407,0.517876,0.167636,649.296437,2.149921,-0.3923,0.277265,1.671607,64.192043,0.288373,0.090315,-1.286119,2.286408,0.097471,116.28725,123.172829,1.970436,0.203395,91.887732,0.153823,0.062841,2.79948,0.530643,0.793379,2.483889,10.081417,2394.205314,0.121486,0.47407,0.918042,,,11.408096,184.115029,3.420342,31.296841,0.0
3263,0.147258,0.275617,0.348468,7.171608,311.203204,,0.236299,7.762214,1.386142,0.586132,0.112463,0.176485,-0.015393,0.37103,-58.071621,0.242339,0.745217,0.246319,-0.05015,44.91073,2.566273,0.153949,-0.00901,0.136701,0.554403,-0.157711,-93.044343,9.614533,4.097366,0.489075,0.052882,1386.702178,8.689234,-1.336034,0.051493,1.108562,15.941034,0.831735,0.064301,0.801913,-0.012136,0.073382,106.034761,71.066085,3.103932,-0.461835,59.475755,0.006948,-0.003575,3.79233,0.122111,0.198992,0.861581,0.703865,33006.865698,0.105108,-0.07021,0.940403,-0.059805,7.616203,6.880951,277.560453,9.476671,45.970081,0.0
3264,0.115974,0.262018,0.637786,3.847903,473.747069,,0.337466,2.602692,0.702709,0.84297,0.276822,5.67745,0.251326,0.317785,65.620304,2.5401,12.499686,0.310614,0.242802,68.525302,2.037061,0.217645,0.084406,0.193032,0.733162,2.568737,129.759887,3.145953,4.117665,0.07767,0.138893,1918.483136,8.537243,1.775587,0.272481,1.130367,,0.559013,0.157581,-1.147885,0.185094,0.232328,117.960652,33.522543,10.049583,3.341977,-13.358555,0.098274,0.054671,0.853737,0.069419,0.09942,-5.018536,3.102691,4419.427562,0.179568,0.457393,0.746591,,13.218927,2.857618,-20.606195,17.436859,-0.219977,0.0
3265,0.031006,0.741045,0.061555,2.667105,543.245476,-0.057885,0.132793,0.941341,2.415329,0.212144,0.091439,0.824581,0.110639,0.008279,1511.379592,0.599274,1.653346,-0.178193,-0.031861,36.373726,0.525467,0.07044,0.030571,0.188304,0.462208,0.752444,-130.156441,4.544318,4.602444,0.604926,0.079762,1932.09525,4.583895,5.335787,0.076382,1.897137,6.518677,0.254906,0.054389,-1.298419,0.630533,-0.019873,32.207436,40.616059,0.309414,2.706551,-15.007114,0.029732,-0.015618,0.096991,0.36663,0.469443,2.79876,9.023634,3040.952152,0.037938,-0.261012,0.947247,,3.259138,20.210781,266.008007,5.537997,80.276963,0.0
3266,0.086624,0.3366,0.33139,1.858452,2.327876,-0.610429,0.066811,-0.291039,2.035107,0.644145,0.014266,0.57423,0.040514,-0.006751,2579.897883,0.686464,0.408613,-0.174965,-0.021662,40.806839,3.729003,0.063591,0.050652,0.143931,0.338962,0.337982,-175.226579,8.557681,4.034178,0.674101,0.093308,1185.99294,4.741818,4.050038,0.040929,1.593833,59.735952,0.024104,0.025737,0.551159,1.535405,0.032345,131.423776,56.255844,0.556565,3.092379,28.007719,0.007945,-0.018815,2.425477,0.379236,-0.18841,-4.54046,-0.867161,4360.843815,0.002808,-0.367588,0.981888,0.073641,6.07899,4.426969,281.638419,5.780555,-0.770762,0.0
3267,0.140165,0.330528,0.748007,3.975634,-25.026097,-0.166274,0.383859,12.463145,2.779924,0.777646,0.319753,2.645029,0.194244,0.325914,652.900992,2.839378,17.491293,0.391499,0.245018,74.848451,0.302483,0.163587,0.202739,0.487684,0.5578,1.705819,60.829504,3.700266,2.69054,0.113002,0.138385,-144.957309,11.696882,6.066148,0.207904,1.79535,,0.746402,0.103305,4.901357,0.661738,0.142125,171.934089,109.573703,0.106953,5.995124,20.350189,0.114042,0.064114,2.052997,0.173569,0.066667,6.24889,5.014161,1661.185791,0.166671,0.174194,0.814747,,23.311934,3.130617,128.563672,16.01594,5.887397,0.0
3268,0.103772,0.816768,0.389602,0.34332,53.520483,0.266242,0.174491,1.6919,1.12526,0.536508,0.175497,1.249794,0.059767,-0.084148,-198.057409,0.156883,7.526034,-0.17228,0.081813,17.865679,1.928135,0.109528,0.045251,0.274303,0.505611,2.552746,16.392922,8.213671,3.992805,0.407777,0.025193,-134.712598,7.795355,3.312379,0.126972,2.361129,,0.57595,0.085334,1.027388,2.249241,-0.037483,147.936935,79.381993,2.601679,2.529869,39.573831,0.095101,0.014506,0.774462,0.483556,-0.107578,3.294322,3.215923,4768.398243,0.080754,1.007945,0.951542,1.072028,6.456179,4.797825,188.442206,9.998776,66.139843,0.0
3269,-0.00574,0.751348,-0.107485,1.352072,325.798945,0.514206,0.058097,-0.068452,1.079823,0.503974,0.036918,0.825288,-0.006985,-0.045966,1396.015105,0.996526,1.94759,-0.190153,-0.030671,30.229562,2.369229,0.028331,0.055141,0.040707,0.000581,0.728068,19.505992,-1.924102,5.373681,0.202055,0.003651,-184.421054,4.757969,1.310966,0.078759,4.277302,340.673655,0.499592,0.011025,0.163623,1.289489,0.055251,42.618998,88.374618,-0.993833,1.609894,-3.906251,0.016929,0.000444,3.806775,0.564334,0.16467,-1.625125,-2.515478,-3293.499148,0.003383,0.032569,0.999102,,4.713517,5.832515,231.957538,6.552073,-1.340765,0.0
3270,0.022511,0.270597,0.689523,55.111861,-161.824241,,-0.122119,1.74013,2.15473,0.748755,0.08502,0.682626,-0.015494,-0.0528,1937.872127,0.464724,0.032639,0.073572,0.026143,59.464186,4.278537,0.045704,-0.013272,0.280342,0.736725,0.457192,,,3.469517,0.232499,-0.028342,2555.705159,21.320281,23.948428,0.046172,2.276,52.219006,1.005255,0.05592,4.600349,1.79627,0.042387,109.31466,0.572621,-1.6427,6.74059,33.109009,0.019925,0.025761,12.30276,0.171595,0.061271,7.586742,-0.660094,107.875479,0.025813,-0.021481,0.983397,,0.898642,7.187091,24.032266,5.007828,41.76509,0.0
3271,-0.203589,1.609379,-0.550473,2.036203,511.478236,0.26933,-0.304094,-2.98116,1.324695,-0.125278,-0.080514,-0.691062,-0.100151,-0.173082,-11438.07814,-1.563045,2.083697,-0.063941,-0.077754,93.810928,3.171301,-0.090946,-0.025393,-0.356712,0.01457,0.393578,-309.223448,6.709857,3.5862,0.642304,-0.057171,2038.866741,2.206087,1.979061,-0.006012,1.955422,,-0.408077,-0.063064,-0.224541,0.017224,0.002733,24.061273,4.118815,2.755281,-0.110899,5.563837,-0.145498,-0.160885,0.884112,0.971119,0.365706,-7.917337,-1.661986,-8594.748008,-0.054903,0.289008,1.140126,,5.078204,23.396629,234.582359,2.18659,36.252699,0.0
3272,-0.082037,0.953464,-0.161294,3.127067,512.194844,,-0.096107,-2.032489,2.850407,0.557191,0.130383,0.111684,0.052278,-0.046778,-3685.570696,0.893635,4.015853,0.23164,-0.138078,73.353089,1.18376,,0.067523,0.048503,-0.064946,0.763788,,8.938481,3.859517,0.493838,0.022055,1934.886786,2.728743,-1.203976,0.01006,2.273389,38.725356,0.376523,0.005867,0.659586,2.034391,0.051548,93.800819,40.424985,0.167822,2.036047,63.515396,0.001138,-0.010616,3.894945,0.766717,0.292459,-3.146024,2.655254,-16244.264301,0.219636,-1.143139,0.804389,10.109003,58.384249,10.082891,191.750161,5.797262,54.006575,1.0
3273,-0.001748,0.461115,-0.140731,0.201331,485.604818,-0.253897,-0.038742,-0.064805,1.919335,0.316441,-0.043316,0.557309,0.0695,-0.01751,3221.810535,1.029854,0.998924,-0.042873,-0.048126,69.20908,0.624946,0.006757,-0.03121,-0.047423,0.085364,1.059784,-124.746874,0.875526,4.088688,0.476535,0.103699,652.703647,-1.106142,7.061263,-0.028581,1.931532,,0.442594,-0.006843,0.849879,0.601893,-0.037759,6.333899,50.09714,-1.484223,2.982628,65.339977,-0.211995,0.05176,0.67125,0.548965,0.372247,-6.11873,5.175913,-4452.936753,0.040895,-0.422767,1.024073,1.616846,4.289794,10.193933,189.698083,3.654587,60.54153,0.0
3274,0.151313,0.04673,0.661654,2.418637,205.307278,0.424885,0.202346,3.137326,2.57006,0.794495,0.332926,3.881902,0.283493,0.204138,41.787857,1.693356,7.94813,0.157405,0.180806,26.770524,2.364894,0.240106,0.131727,0.706924,0.879614,0.728832,-175.611044,-1.987391,4.22323,0.02033,0.20075,1609.282515,6.100593,10.331611,0.331613,2.296074,,0.728455,0.167149,-0.365591,2.190345,0.171328,80.903669,61.57591,2.043148,8.691856,55.72269,0.249678,0.109785,2.441588,0.336088,-0.110239,11.90894,0.377604,2678.722546,0.148028,0.857778,0.862174,,13.300741,13.229785,232.218461,5.283185,55.544693,0.0
3275,-0.035687,0.554392,0.243091,-0.006023,74.151655,-0.263788,0.054776,1.1201,1.480886,0.447943,-0.000534,1.152289,0.030765,-0.160164,23782.286959,0.61204,2.080941,0.017935,-0.033364,15.438695,1.965421,0.007514,0.002955,-0.660051,-0.172503,0.263572,84.90632,-0.807027,4.607079,0.645572,0.026661,199.791482,4.425008,0.998653,-0.026411,1.539303,,0.366244,0.008635,-1.250831,-0.348595,-0.012502,151.13508,52.20104,-0.54899,0.306933,99.290249,-0.083323,0.03392,1.75534,0.518183,0.26558,3.963043,10.132094,673.711548,-0.003377,-0.266545,0.969795,0.432379,3.03253,4.252723,93.468843,4.19267,67.414838,0.0
3276,0.079865,0.587991,0.04339,72.500997,-270.825714,,0.184604,-3.528108,1.744473,0.60531,-0.000911,0.004129,0.829399,0.367963,551.666651,2.633561,4.432081,0.188167,0.071089,22.042132,2.002971,,0.168477,0.009178,0.242939,2.611023,,3.683828,6.05352,0.04139,0.180116,558.386582,2.780389,-1.146913,0.065424,1.948246,,0.640168,0.000514,0.62498,1.539568,,32.183869,119.160642,0.356569,0.681851,769.340772,0.012739,-0.67025,0.622938,0.077167,4.29212,-0.989658,6.10979,-208.441075,0.752857,-0.02432,0.095603,0.015566,15.288714,4.998611,94.523371,2.666173,89.827281,0.0
3277,-0.184255,-0.077009,0.514095,7.041123,29.131437,-0.562311,-0.152647,13.614867,0.778914,0.826024,-0.515251,-0.699448,-0.42854,0.078733,-19654.264798,-0.746732,3.870986,-0.141406,-0.37316,46.196582,2.78097,-0.018625,-0.399031,-0.215928,0.701223,-1.751378,-139.121322,6.137887,4.31658,8.096613,-0.407992,1931.404779,2.2195,4.689523,-0.187555,0.533007,,0.5455,-0.264323,-0.425738,2.321315,-0.18915,289.272679,88.50363,-0.832124,3.144434,69.9304,-0.437996,-0.478869,0.708868,0.387508,0.230784,-1.013292,8.205784,-4555.951722,-0.678429,0.268461,1.437513,,-6.65021,1.703212,-46.191957,9.134502,37.980501,1.0
3278,0.103153,0.826828,0.027099,2.641788,367.547832,0.520942,0.169653,-2.923896,1.141723,0.478052,0.138742,1.020839,0.035377,0.020962,912.216514,0.150707,0.969884,0.34789,0.193598,57.321548,1.44862,0.101432,0.104131,0.616793,0.42647,1.058983,-98.816408,7.059104,5.211616,-0.069553,0.045349,602.724321,5.838253,-0.247498,0.176356,2.030515,,0.71951,0.111742,-0.695052,2.301744,0.091477,119.621882,46.913676,-0.047166,-0.635787,35.487053,0.14653,0.054182,3.534446,0.303931,0.183261,0.621516,7.409697,2287.238185,0.083726,0.336117,0.937205,2.440968,2.776996,2.651334,59.224264,-1.032264,76.403743,0.0
3279,0.151825,0.227374,0.433855,2.166721,270.066029,0.145077,0.119883,2.532329,1.206351,0.786562,0.191759,1.717654,0.241542,0.362301,-395.532957,0.575507,4.31782,0.213693,0.187381,116.514315,1.657713,0.179945,0.164244,0.382085,0.590226,4.007778,-240.175169,4.50469,4.957669,0.544645,0.246119,1358.864405,3.313137,5.245499,0.334793,1.763452,,0.670755,0.15862,-0.673102,1.181368,0.245191,142.418322,122.383819,12.592895,5.864757,-18.550321,0.129704,0.067924,10.551786,0.381517,0.225145,-3.158566,10.055962,5719.321585,0.144152,0.696382,0.876423,0.320001,8.112327,6.750302,3.808484,4.162799,6.259758,0.0
3280,0.240235,0.179354,0.473797,-0.30465,9.103075,0.289277,0.307219,2.324825,2.687321,0.626743,0.232149,0.051117,0.269003,0.264922,279.247065,3.138621,3.766427,0.268995,0.253541,61.714028,2.353958,0.176096,0.141956,0.751577,0.879345,0.663396,-246.050246,6.885418,5.019103,0.032002,0.146423,1000.581346,3.511339,-0.133637,0.219902,1.629889,,0.751658,0.140849,-0.913907,1.341904,0.092812,146.042832,84.022103,1.325379,2.142971,86.422142,0.130102,0.057926,4.81869,0.286042,-0.212954,-4.795186,7.412881,3680.373102,0.135324,-0.350332,0.891448,0.049459,16.062652,4.476727,-16.334143,6.612709,38.270932,0.0
3281,0.144905,0.314984,0.627531,24.912798,111.828389,0.211281,0.351944,7.757169,1.261355,1.020191,0.158241,6.308563,0.238298,0.339671,613.005136,0.975221,5.665487,0.398899,0.103008,72.828683,0.142624,0.418664,0.319716,0.596654,0.802814,5.908436,-287.673968,9.532194,5.03031,0.310971,0.210109,1271.533003,7.979617,2.480357,0.14243,1.145923,,1.066457,0.218225,0.524584,1.05865,0.217649,185.249847,81.586854,0.923537,4.650447,132.890438,0.139973,0.16353,16.333499,0.422541,0.207342,-7.786342,2.754418,21349.524472,0.18065,0.812334,0.805664,,2.838822,3.997119,-29.872211,4.359001,67.590573,0.0
3282,0.031239,0.135102,0.188581,2.755235,86.916103,0.439162,0.253382,4.420781,1.826508,0.472313,0.159211,1.437227,0.070302,0.217257,1679.455183,-0.003238,2.815068,0.391176,-0.015733,47.452282,1.258514,0.122687,0.03194,0.221462,0.168859,0.745017,-186.677789,-1.452766,4.227232,0.205798,-0.021761,1465.454126,5.060707,1.004287,0.135071,1.661097,127.77517,0.686342,0.113292,0.273438,-0.235913,0.172194,143.958319,-1.378175,-1.571197,0.770629,86.001086,0.045408,0.07772,0.476117,0.637803,0.544149,-7.035873,8.834722,4153.068293,0.091562,-0.506349,0.915556,-0.067357,16.294349,14.17083,80.046495,7.200386,42.349435,0.0
3283,0.034531,0.252739,0.588008,5.016151,291.960537,0.048801,-0.183244,2.97168,2.355584,0.658588,0.056957,0.967117,-0.016197,-0.136068,1784.115506,0.415205,2.203002,-0.036184,0.021629,43.170658,0.435116,0.028441,-0.056125,0.332876,0.685122,0.904469,-107.455195,4.488764,3.718031,-0.14295,0.04005,2173.506354,11.966231,9.38622,-0.01334,1.128427,,0.588191,0.049906,2.875052,0.954155,0.026683,316.99163,-1.416654,-1.491005,-0.167876,197.65576,0.042324,-0.011633,7.755641,0.218897,0.099032,-2.523241,9.596698,-1298.130975,0.056703,-0.019668,0.983586,-0.094827,12.160049,7.31798,319.504328,10.423829,51.848066,0.0
3284,-0.015927,0.974199,-0.870653,1.533023,46.474537,-3.353978,-0.702282,-2.222701,0.895655,-0.173254,-0.08043,-1.652718,-0.14626,-0.659117,-2128.750199,1.096839,3.441566,0.063221,-0.068301,36.066058,2.573931,-0.54395,0.034835,0.333535,-0.118931,0.921848,-84.973574,8.690725,3.521304,0.798974,-0.06963,1836.959435,1.494279,-0.120982,-0.130284,1.282301,,-0.526792,-0.112954,-0.607427,1.969493,-0.064778,166.359611,68.894974,-1.293482,2.335639,-3.09912,-0.642166,-0.277377,2.503437,1.606345,0.159679,-33.848354,-3.416821,-51736.548292,-0.162603,1.308648,1.065962,,115.86392,8.598799,309.931896,7.085868,79.690149,1.0
3285,-0.048794,0.662706,0.201344,-0.143594,604.341676,-0.274662,-0.067504,-2.180143,1.073423,-0.082193,0.067055,0.649281,-0.01744,-0.023864,-37447.84196,0.838914,2.86089,-0.000525,-0.052748,74.026395,2.823687,-0.069461,-0.010632,-0.897676,0.095591,0.827147,-103.358714,4.16351,3.172467,0.431917,-0.054603,250.158858,0.971203,2.347016,-0.021321,1.246136,23.357489,0.622397,0.014371,0.443595,1.679359,-0.009427,10.860575,226.67025,,0.279315,102.855868,-0.030391,0.031479,1.975635,0.867366,0.901135,1.42997,4.669247,-626.582988,-0.029941,0.019745,1.003838,-4.845861,11.277795,2.331122,248.091391,-0.431681,-1.867642,0.0
3286,0.027152,0.787838,0.037202,0.604965,357.48314,0.146887,-0.170293,-3.729171,0.991416,0.501191,0.036865,0.554487,0.043979,-0.139868,919.207101,0.368176,1.708931,-0.15353,0.034938,6.530889,3.3542,0.035398,0.064483,0.103793,0.042449,0.770966,-323.643735,5.190305,4.169541,-0.111267,0.058179,1910.816916,9.929142,4.831823,-0.003378,2.230749,63.749178,0.969496,0.005046,0.07209,1.130097,0.010528,77.110962,127.347514,-1.519758,1.16697,93.653,-0.048065,-0.007525,2.330719,0.576328,0.120568,-1.439302,7.759698,-766.982765,0.012326,-0.252314,0.981418,0.23492,15.784147,7.165428,170.168106,5.506064,2.067628,0.0
3287,0.099756,0.493755,0.203149,-0.324236,504.128914,,0.298137,2.369347,4.036966,0.501392,0.133432,0.004639,0.092313,-0.158818,891.307872,1.514275,0.994049,0.306502,0.003486,21.401829,0.424259,0.081026,-0.04153,0.549497,0.106008,0.936993,34.112191,1.386947,2.815988,0.041007,0.006275,510.002962,5.397017,6.710542,0.140458,1.815426,22.240162,0.611972,0.035822,0.038922,1.371125,-0.02985,93.58494,45.014463,-1.098294,1.73601,6.2644,0.023177,0.038443,1.904767,0.677136,-0.000879,-2.937631,-2.744679,-884.302324,0.021817,-0.354535,0.936452,0.231442,4.607592,7.637918,136.281447,7.204716,37.146338,0.0
3288,0.004836,0.675617,-0.068406,1.89953,220.82886,-0.295735,-0.056167,-2.938168,0.960199,0.317588,0.042722,1.152844,0.102225,0.078617,1355.863766,-0.095221,1.504688,-0.113257,-0.031416,26.142593,-0.046267,0.0401,-0.077831,0.246686,0.111514,0.636737,-186.426626,3.502121,5.238884,-0.122644,0.045854,650.349546,3.43178,-1.228133,0.043554,2.366456,-1.695607,0.275882,0.008554,-1.041098,-0.312347,-0.017106,115.510861,18.764997,-0.56004,0.085328,90.693903,0.007112,0.03291,0.867388,0.633259,0.113047,1.518374,-2.022745,-7289.820178,0.043302,0.089343,0.973761,1.513171,9.30158,8.395156,213.556815,7.578444,43.799081,0.0
3289,0.00646,0.375569,0.153314,0.754728,552.773975,0.048726,-0.03637,1.123193,0.964005,0.406057,0.053076,1.418578,0.117113,0.091629,2115.922512,1.273157,3.821017,0.051027,0.061797,35.798364,2.73722,0.033288,-0.076784,-0.040772,0.367406,0.913147,-57.53634,0.275444,5.173364,0.171221,0.047307,364.177212,5.669873,1.853661,-0.011446,1.825804,44.674319,0.269504,-0.003317,0.427067,0.575537,-0.000729,88.814542,30.279184,-0.069883,1.411946,24.379665,-0.059891,-0.053608,3.228222,0.377428,0.475768,-4.51442,9.539185,2316.425392,-0.009568,0.189087,0.973544,-0.19679,39.569053,6.446527,133.61451,5.320955,21.492668,0.0
3290,-0.126871,0.606928,0.121142,2.418744,570.586745,,-0.126336,0.726348,1.018501,0.066253,0.02379,-0.461671,0.00562,-0.145215,1192.916332,1.469353,2.187892,-0.18976,0.098383,51.215774,4.253263,,0.053243,-0.072575,0.453443,-0.188873,-32.071114,6.209604,4.043474,-0.121119,0.053018,1934.62876,3.70077,2.004648,0.006336,3.151265,35.772686,0.37535,0.007234,-1.256297,1.266307,-0.035828,98.436971,90.368684,20.935549,0.926918,16.679643,-0.124857,-0.099787,1.834646,0.413789,0.236368,-0.430816,1.778228,5415.076837,-0.015731,-0.241647,0.989173,0.357907,12.376942,5.723267,274.671358,8.181025,0.165246,0.0
3291,0.052199,0.314194,0.2292,2.67109,536.102103,,0.156111,4.518796,0.799349,0.550609,0.112643,0.568367,0.001741,0.191919,455.45089,0.606574,4.496542,0.212621,0.028555,71.908696,3.48946,0.089116,0.112069,0.279453,0.52041,1.049014,-103.552071,3.299636,4.477965,0.225759,0.256757,2307.582993,10.159489,1.492817,0.211635,0.443996,37.015016,0.59624,0.148579,0.905727,-0.296161,0.085547,62.129388,119.252345,0.786117,0.828529,63.509059,0.147689,0.145374,2.423107,0.778746,0.512001,0.098184,29.986101,17359.82574,0.091864,0.532914,0.877156,0.428145,11.170269,2.949049,-83.374337,0.697556,220.255333,0.0
3292,-0.295634,0.313076,0.494482,2.099107,36.607432,0.032085,-0.010852,5.24178,0.913731,0.429029,-0.325665,-1.127794,-0.042039,-0.262114,-4163.644007,-1.09411,2.143767,-0.074548,-0.187769,96.523688,3.176549,-0.137715,-0.147127,-0.365338,0.145328,-0.2115,-168.464502,-0.609227,4.360876,0.284991,-0.12088,-210.845864,9.977695,0.31039,-0.106119,0.608569,,1.066309,-0.169279,0.314699,0.251981,-0.245397,133.005407,60.350836,-0.406191,-0.383692,41.540929,-0.236677,0.016902,1.604099,0.406606,-0.266206,-2.703895,-0.532222,5533.898068,-0.227351,-0.364555,1.088982,,6.084433,4.471368,267.340206,-0.76773,77.353522,0.0
3293,0.015089,0.459337,-0.079058,2.102825,337.516538,-0.134683,-0.060519,3.338731,0.951582,0.659513,-0.129378,0.887091,0.00605,-0.041366,-389.799779,1.149339,3.742374,-0.098573,-0.162855,30.961973,3.968886,-0.052579,-0.213622,-0.236717,0.777287,0.536599,-13.980262,1.044402,4.018561,0.214858,0.091849,1932.819949,3.67843,0.322179,0.021388,1.346679,52.837289,0.763604,-0.074382,-1.165517,-1.036334,0.013631,140.58276,39.262869,0.953929,1.246451,44.485287,-0.157477,-0.1446,3.351,0.217821,-0.120599,-4.889148,1.713747,2269.97475,-0.085025,-0.34373,1.057836,,7.941635,8.906111,109.485173,12.48506,26.510435,0.0
3294,0.073987,0.168131,0.141462,3.06672,561.633884,-0.194462,0.048322,2.45869,3.330448,0.632508,0.090046,1.111338,0.084094,0.027573,850.412174,1.432843,1.841604,0.182826,-0.029767,23.306113,2.418573,0.048827,0.057146,0.254638,0.566854,0.340764,-280.022115,2.812028,4.535497,0.088121,0.000575,2133.085906,5.484859,1.716892,0.034813,2.155227,2.086805,0.76275,0.034663,0.120796,0.363947,0.062098,48.695503,37.328634,-1.639993,-0.09787,50.483009,0.034303,-0.045437,3.904569,0.442333,0.358361,4.1365,1.292521,15836.723526,0.042218,-0.019939,0.957583,,28.389521,6.283066,294.708429,3.285733,15.640974,0.0
3295,0.087105,0.52512,0.290332,2.355378,-74.948684,0.495618,-0.054774,2.195398,1.083139,0.484493,0.016127,0.049654,-0.019732,0.003652,-146.588539,1.044276,1.134721,-0.155148,0.09985,32.098146,3.524054,0.033739,0.00826,0.233176,0.736372,0.826323,-182.128608,5.858437,4.258496,0.27726,0.085485,1198.007342,1.711973,5.129047,0.054329,1.329027,,0.473158,0.038434,-0.552374,2.102139,-0.031426,84.940737,167.42453,-1.574572,-0.107503,83.561901,-0.147912,-0.021086,1.416923,0.270773,0.563421,0.473716,10.211114,4849.20339,-0.00147,0.026704,0.998727,,-4.226027,6.981233,-214.845355,3.334993,78.584812,0.0
3296,0.075225,0.576575,-0.069668,-0.21257,29.943144,0.025541,0.057329,-3.535363,0.97125,0.269758,0.01595,0.03597,0.090968,-0.124313,3064.370639,0.078154,1.221055,0.036962,0.060166,8.983975,3.241824,0.036694,-0.038958,0.126048,0.354516,0.925694,-205.625481,0.826939,3.961423,0.395123,0.080552,-196.573334,3.844656,0.874184,0.108706,1.636941,0.39836,0.6703,0.015986,-0.040432,0.118254,0.036175,20.996159,39.814047,0.721202,1.46404,62.35972,-0.019727,0.034078,3.453961,0.587782,0.49883,4.471152,2.596936,4065.841062,0.018733,-0.306792,0.99912,0.920629,4.537979,8.058725,199.200377,11.560717,30.253798,0.0
3297,0.067404,0.87069,-0.011717,0.110156,-135.578597,,-0.133111,0.008139,0.792356,0.491054,0.133923,0.62525,-0.010081,-0.13469,2560.246171,0.76113,4.414965,0.029553,0.05078,11.965025,2.971474,0.124045,0.030029,0.236102,0.628651,-0.362926,-82.810302,9.891152,4.484078,0.208081,0.04726,2119.730553,4.426838,-0.256693,0.07671,0.494935,58.251789,0.387108,0.085002,0.710932,0.743486,0.164226,169.226646,73.897688,-0.341863,0.865435,59.209086,0.084983,0.062297,0.908163,0.650493,0.53854,-5.451112,-2.58627,-3000.606524,0.095374,0.052043,0.928659,0.087123,9.409272,6.475042,179.769569,6.64817,31.295515,0.0
3298,0.286407,0.214895,0.138289,3.513069,-129.547081,-0.049616,0.224082,1.567488,1.178809,0.49286,0.1327,0.431035,0.110938,0.151303,26.107465,1.037478,1.937721,-0.199774,0.156976,23.498105,3.487315,0.254077,0.11156,0.27228,0.37405,0.949312,-269.536629,9.515985,4.324401,0.008392,0.123216,1943.703427,1.342791,0.188903,0.192521,1.90164,23.815072,0.739671,0.122184,-0.3798,0.123554,0.115027,91.480257,45.871166,2.184115,1.513816,27.172625,0.130464,0.139161,2.623634,0.465791,0.386911,-8.223064,-2.042359,39828.383508,0.129458,,0.88448,0.283034,17.463376,4.94378,149.333599,5.261111,27.002764,0.0
3299,0.207981,0.638341,0.127807,2.164482,-5.531068,-0.234643,0.248312,-1.031851,1.834138,0.453283,0.182385,0.341637,-0.007418,0.211128,1451.716138,-0.000201,3.40368,0.392514,0.022789,47.134673,-0.065822,0.16459,-0.056958,0.630044,0.455258,-0.451873,56.17582,-2.24534,4.13848,-0.041231,0.048139,2282.147487,5.494474,2.197333,0.253343,1.94402,,0.692172,0.118151,-1.0832,1.759654,0.132853,67.073409,86.236227,0.301614,-0.720324,9.81376,0.187299,0.067916,1.228649,0.322576,0.347496,-4.381317,2.944817,2228.960208,0.060086,0.734874,0.945438,-0.20923,20.762641,14.380906,148.222778,7.2771,51.190371,0.0
3300,-0.371116,0.387218,0.176422,1.335059,178.601298,,-0.136415,-3.107196,0.935749,0.931976,-0.141949,-1.44595,-0.171891,-0.149045,-883.759596,-0.446946,3.110318,-0.040962,-0.178053,49.689752,2.204593,-0.182321,-0.096661,-0.239153,0.404614,-0.099293,-126.121959,-0.996871,4.842425,0.258256,-0.039673,1625.177403,0.210183,-0.870215,-0.044475,1.253812,14.301351,0.967243,-0.073408,-1.27058,-0.578917,-0.004737,193.724981,60.62567,-1.166708,-0.857924,6.065564,-0.173938,-0.096163,1.246877,0.561861,-0.03066,2.828708,5.789799,23722.751087,-0.12258,-0.118022,1.113185,,15.133469,4.890707,125.94275,-1.338065,84.74796,0.0
