MSID,target-label,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
6198,EDIBLE,CONVEX,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,BROAD,BROWN,ENLARGING,?,SILKY,SILKY,WHITE,BROWN,PARTIAL,WHITE,ONE,PENDANT,CHOCOLATE,SOLITARY,GRASSES
6199,EDIBLE,KNOBBED,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED,WOODS
6200,EDIBLE,CONVEX,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,WHITE,SCATTERED,GRASSES
6201,POISONOUS,BELL,SCALY,YELLOW,NO,FOUL,FREE,CROWDED,BROAD,GRAY,ENLARGING,BULBOUS,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SEVERAL,WOODS
6202,POISONOUS,FLAT,SCALY,YELLOW,NO,FOUL,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SILKY,SILKY,PINK,BROWN,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SEVERAL,PATHS
6203,EDIBLE,CONVEX,FIBROUS,WHITE,NO,NONE,FREE,CROWDED,BROAD,BLACK,TAPERING,EQUAL,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,ABUNDANT,GRASSES
6204,EDIBLE,CONVEX,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SILKY,SMOOTH,WHITE,BROWN,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS,WOODS
6205,EDIBLE,CONVEX,FIBROUS,WHITE,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SILKY,SILKY,WHITE,PINK,PARTIAL,WHITE,TWO,PENDANT,WHITE,SEVERAL,WOODS
6206,POISONOUS,BELL,SMOOTH,WHITE,NO,FOUL,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,SCATTERED,GRASSES
6207,POISONOUS,FLAT,FIBROUS,WHITE,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS,GRASSES
6208,POISONOUS,FLAT,FIBROUS,GRAY,NO,NONE,FREE,CLOSE,BROAD,CHOCOLATE,ENLARGING,BULBOUS,SILKY,SILKY,BROWN,BROWN,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SOLITARY,PATHS
6209,POISONOUS,FLAT,SCALY,WHITE,NO,FOUL,FREE,CROWDED,BROAD,WHITE,ENLARGING,BULBOUS,SILKY,SILKY,PINK,BROWN,PARTIAL,WHITE,ONE,PENDANT,CHOCOLATE,NUMEROUS,GRASSES
6210,EDIBLE,CONVEX,FIBROUS,BROWN,NO,PUNGENT,FREE,CLOSE,BROAD,GRAY,ENLARGING,EQUAL,SMOOTH,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BLACK,NUMEROUS,GRASSES
6211,EDIBLE,CONVEX,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,BULBOUS,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS,GRASSES
6212,EDIBLE,BELL,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS,GRASSES
6213,POISONOUS,FLAT,SCALY,GRAY,NO,FOUL,FREE,CLOSE,BROAD,PINK,ENLARGING,?,SILKY,SILKY,BROWN,BROWN,PARTIAL,WHITE,TWO,PENDANT,WHITE,SEVERAL,PATHS
6214,EDIBLE,CONVEX,SMOOTH,GRAY,BRUISES,NONE,FREE,CROWDED,NARROW,BROWN,ENLARGING,CLUB,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SEVERAL,GRASSES
6215,EDIBLE,CONVEX,FIBROUS,WHITE,NO,NONE,FREE,CLOSE,NARROW,PINK,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SEVERAL,WOODS
6216,EDIBLE,CONVEX,SCALY,GRAY,NO,FOUL,FREE,CROWDED,BROAD,GRAY,ENLARGING,BULBOUS,SILKY,SILKY,BROWN,BROWN,PARTIAL,WHITE,ONE,PENDANT,CHOCOLATE,SEVERAL,WOODS
6217,EDIBLE,CONVEX,FIBROUS,GRAY,NO,FOUL,FREE,CLOSE,BROAD,GRAY,TAPERING,BULBOUS,SILKY,SILKY,BUFF,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,CHOCOLATE,NUMEROUS,GRASSES
6218,POISONOUS,CONVEX,SCALY,GRAY,NO,FOUL,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SILKY,SILKY,WHITE,PINK,PARTIAL,WHITE,ONE,LARGE,WHITE,SEVERAL,WOODS
6219,EDIBLE,CONVEX,SCALY,YELLOW,NO,FOUL,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SILKY,SILKY,PINK,PINK,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SEVERAL,PATHS
6220,EDIBLE,CONVEX,FIBROUS,WHITE,NO,ALMOND,FREE,CLOSE,BROAD,PINK,ENLARGING,EQUAL,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SCATTERED,URBAN
6221,EDIBLE,KNOBBED,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,CHOCOLATE,NUMEROUS,GRASSES
6222,EDIBLE,FLAT,FIBROUS,GRAY,NO,NONE,FREE,CLOSE,NARROW,GRAY,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,BLACK,SEVERAL,GRASSES
6223,EDIBLE,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS,GRASSES
6224,POISONOUS,CONVEX,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,GRAY,TAPERING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS,GRASSES
6225,POISONOUS,FLAT,SCALY,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,BULBOUS,SILKY,SILKY,WHITE,BROWN,PARTIAL,WHITE,ONE,LARGE,WHITE,SCATTERED,GRASSES
6226,EDIBLE,FLAT,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SILKY,SILKY,PINK,WHITE,PARTIAL,WHITE,TWO,LARGE,WHITE,SEVERAL,GRASSES
6227,POISONOUS,BELL,SCALY,WHITE,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,BULBOUS,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,NUMEROUS,GRASSES
6228,EDIBLE,CONVEX,FIBROUS,GRAY,NO,FOUL,FREE,CROWDED,BROAD,PINK,ENLARGING,?,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,SCATTERED,GRASSES
6229,EDIBLE,CONVEX,FIBROUS,WHITE,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS,GRASSES
6230,EDIBLE,BELL,SMOOTH,GRAY,NO,FOUL,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SILKY,SILKY,BROWN,PINK,PARTIAL,WHITE,TWO,PENDANT,CHOCOLATE,SCATTERED,GRASSES
6231,EDIBLE,CONVEX,SCALY,WHITE,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS,GRASSES
6232,EDIBLE,CONVEX,FIBROUS,GRAY,BRUISES,ANISE,FREE,CLOSE,BROAD,GRAY,ENLARGING,EQUAL,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,CHOCOLATE,SEVERAL,WOODS
6233,EDIBLE,FLAT,FIBROUS,BROWN,BRUISES,CREOSOTE,FREE,CLOSE,BROAD,GRAY,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,GRAY,PARTIAL,WHITE,ONE,PENDANT,CHOCOLATE,NUMEROUS,GRASSES
6234,EDIBLE,CONVEX,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,BULBOUS,FIBROUS,SILKY,BROWN,WHITE,PARTIAL,WHITE,TWO,LARGE,WHITE,SEVERAL,GRASSES
6235,EDIBLE,CONVEX,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SILKY,SMOOTH,PINK,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS,GRASSES
6236,EDIBLE,BELL,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,WHITE,SCATTERED,GRASSES
6237,EDIBLE,CONVEX,FIBROUS,WHITE,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SMOOTH,SILKY,BUFF,WHITE,PARTIAL,WHITE,ONE,PENDANT,WHITE,NUMEROUS,WOODS
6238,POISONOUS,CONVEX,FIBROUS,YELLOW,NO,NONE,FREE,CLOSE,BROAD,PINK,ENLARGING,BULBOUS,SILKY,SILKY,PINK,BROWN,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SEVERAL,PATHS
6239,POISONOUS,FLAT,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SILKY,SMOOTH,BROWN,PINK,PARTIAL,WHITE,ONE,LARGE,WHITE,NUMEROUS,GRASSES
6240,EDIBLE,CONVEX,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,BULBOUS,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,SEVERAL,GRASSES
6241,EDIBLE,CONVEX,FIBROUS,YELLOW,NO,NONE,FREE,CROWDED,BROAD,WHITE,TAPERING,?,SMOOTH,SILKY,BROWN,WHITE,PARTIAL,WHITE,TWO,LARGE,WHITE,SCATTERED,GRASSES
6242,POISONOUS,CONVEX,SMOOTH,BROWN,NO,FOUL,FREE,CROWDED,BROAD,BUFF,ENLARGING,?,SILKY,SILKY,WHITE,BROWN,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,WOODS
6243,EDIBLE,CONVEX,FIBROUS,YELLOW,NO,FOUL,FREE,CLOSE,BROAD,WHITE,ENLARGING,BULBOUS,SILKY,SILKY,BROWN,BROWN,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SEVERAL,GRASSES
6244,EDIBLE,KNOBBED,SCALY,BROWN,NO,FOUL,FREE,CROWDED,NARROW,PINK,TAPERING,?,SILKY,SMOOTH,BROWN,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,CHOCOLATE,SEVERAL,GRASSES
6245,EDIBLE,CONVEX,FIBROUS,YELLOW,NO,FOUL,FREE,CLOSE,BROAD,PINK,ENLARGING,BULBOUS,SILKY,SILKY,WHITE,BROWN,PARTIAL,WHITE,TWO,LARGE,CHOCOLATE,SEVERAL,GRASSES
6246,EDIBLE,FLAT,SCALY,WHITE,NO,NONE,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SILKY,SILKY,WHITE,BROWN,PARTIAL,WHITE,ONE,EVANESCENT,CHOCOLATE,SEVERAL,GRASSES
6247,EDIBLE,CONVEX,FIBROUS,BROWN,NO,NONE,FREE,CROWDED,BROAD,GRAY,TAPERING,?,SILKY,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SCATTERED,GRASSES
6248,EDIBLE,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,BROWN,ENLARGING,EQUAL,SMOOTH,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,SCATTERED,GRASSES
6249,EDIBLE,FLAT,FIBROUS,WHITE,NO,NONE,FREE,CROWDED,NARROW,BUFF,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS,GRASSES
6250,EDIBLE,FLAT,FIBROUS,WHITE,NO,NONE,FREE,CLOSE,BROAD,PINK,TAPERING,?,SILKY,SILKY,BROWN,WHITE,PARTIAL,WHITE,TWO,PENDANT,BROWN,SCATTERED,WOODS
6251,EDIBLE,CONVEX,FIBROUS,GRAY,NO,FOUL,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,WHITE,SCATTERED,GRASSES
6252,EDIBLE,CONVEX,FIBROUS,WHITE,NO,NONE,FREE,CROWDED,BROAD,WHITE,TAPERING,EQUAL,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,SCATTERED,GRASSES
6253,POISONOUS,KNOBBED,SMOOTH,BROWN,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SMOOTH,PINK,WHITE,PARTIAL,WHITE,ONE,PENDANT,WHITE,SEVERAL,WOODS
6254,POISONOUS,CONVEX,SMOOTH,GRAY,NO,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,SCATTERED,GRASSES
6255,POISONOUS,CONVEX,SCALY,BROWN,NO,FOUL,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SILKY,WHITE,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
6256,POISONOUS,CONVEX,FIBROUS,YELLOW,NO,FOUL,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SILKY,SILKY,BROWN,BROWN,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SEVERAL,GRASSES
6257,POISONOUS,KNOBBED,SCALY,GRAY,NO,FOUL,FREE,CLOSE,BROAD,PINK,ENLARGING,?,SILKY,SILKY,WHITE,PINK,PARTIAL,WHITE,ONE,EVANESCENT,CHOCOLATE,SEVERAL,PATHS
6258,EDIBLE,CONVEX,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,TAPERING,EQUAL,FIBROUS,SMOOTH,WHITE,BROWN,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SCATTERED,GRASSES
6259,EDIBLE,CONVEX,FIBROUS,BROWN,NO,NONE,FREE,CROWDED,NARROW,WHITE,ENLARGING,?,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SEVERAL,LEAVES
6260,EDIBLE,CONVEX,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,BROWN,ABUNDANT,GRASSES
6261,EDIBLE,CONVEX,SCALY,YELLOW,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,BULBOUS,SILKY,SILKY,BROWN,BROWN,PARTIAL,WHITE,ONE,PENDANT,WHITE,SEVERAL,GRASSES
6262,EDIBLE,CONVEX,FIBROUS,WHITE,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,WHITE,NUMEROUS,WOODS
6263,EDIBLE,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SCATTERED,GRASSES
6264,EDIBLE,CONVEX,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,CHOCOLATE,TAPERING,EQUAL,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,SCATTERED,GRASSES
6265,POISONOUS,KNOBBED,SMOOTH,YELLOW,NO,FOUL,FREE,CROWDED,BROAD,WHITE,ENLARGING,BULBOUS,SILKY,SILKY,PINK,BROWN,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS,GRASSES
6266,EDIBLE,CONVEX,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,NARROW,PINK,ENLARGING,BULBOUS,SMOOTH,FIBROUS,WHITE,BROWN,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,SCATTERED,GRASSES
6267,EDIBLE,KNOBBED,FIBROUS,WHITE,NO,FOUL,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,WHITE,NUMEROUS,GRASSES
6268,EDIBLE,KNOBBED,SMOOTH,BROWN,NO,NONE,FREE,CLOSE,BROAD,BUFF,TAPERING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,WHITE,SEVERAL,PATHS
6269,POISONOUS,FLAT,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SILKY,SILKY,WHITE,BROWN,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED,GRASSES
6270,EDIBLE,KNOBBED,SCALY,BROWN,NO,NONE,FREE,CROWDED,NARROW,GRAY,TAPERING,?,SILKY,SILKY,PINK,WHITE,PARTIAL,WHITE,ONE,PENDANT,WHITE,SEVERAL,PATHS
6271,EDIBLE,CONVEX,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,TAPERING,?,SILKY,SILKY,PINK,BROWN,PARTIAL,WHITE,TWO,LARGE,WHITE,SEVERAL,GRASSES
6272,EDIBLE,FLAT,SMOOTH,BROWN,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,EQUAL,SMOOTH,SMOOTH,WHITE,YELLOW,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,ABUNDANT,LEAVES
6273,EDIBLE,KNOBBED,FIBROUS,RED,BRUISES,NONE,FREE,CLOSE,NARROW,WHITE,ENLARGING,EQUAL,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,GRASSES
6274,EDIBLE,FLAT,FIBROUS,BROWN,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,SCATTERED,GRASSES
6275,POISONOUS,KNOBBED,FIBROUS,BROWN,NO,FOUL,FREE,CLOSE,BROAD,BUFF,TAPERING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,NUMEROUS,WOODS
6276,POISONOUS,FLAT,SMOOTH,YELLOW,NO,FOUL,FREE,CROWDED,BROAD,WHITE,ENLARGING,BULBOUS,SILKY,SILKY,BROWN,BROWN,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SEVERAL,GRASSES
6277,EDIBLE,FLAT,FIBROUS,WHITE,NO,FOUL,FREE,CLOSE,NARROW,GRAY,ENLARGING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,CHOCOLATE,SEVERAL,WOODS
6278,EDIBLE,CONVEX,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,TAPERING,EQUAL,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,ABUNDANT,GRASSES
6279,EDIBLE,KNOBBED,SMOOTH,BROWN,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SEVERAL,GRASSES
6280,EDIBLE,KNOBBED,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED,GRASSES
6281,EDIBLE,BELL,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,WHITE,TAPERING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS,GRASSES
6282,POISONOUS,KNOBBED,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,TAPERING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,NUMEROUS,GRASSES
6283,EDIBLE,KNOBBED,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS,GRASSES
6284,POISONOUS,CONVEX,FIBROUS,YELLOW,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,BULBOUS,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,CHOCOLATE,NUMEROUS,PATHS
6285,EDIBLE,KNOBBED,FIBROUS,BROWN,NO,FOUL,FREE,CROWDED,BROAD,GRAY,ENLARGING,BULBOUS,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,NUMEROUS,GRASSES
6286,EDIBLE,CONVEX,FIBROUS,BROWN,NO,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,GRASSES
6287,EDIBLE,CONVEX,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS,GRASSES
6288,EDIBLE,FLAT,SMOOTH,BROWN,NO,NONE,FREE,CROWDED,NARROW,BUFF,TAPERING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SEVERAL,WOODS
6289,POISONOUS,KNOBBED,SMOOTH,YELLOW,NO,NONE,FREE,CLOSE,NARROW,PINK,ENLARGING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,SEVERAL,PATHS
6290,POISONOUS,CONVEX,SMOOTH,BROWN,NO,NONE,FREE,CLOSE,BROAD,GRAY,ENLARGING,?,SMOOTH,SMOOTH,WHITE,BUFF,PARTIAL,WHITE,ONE,EVANESCENT,CHOCOLATE,SEVERAL,WOODS
6291,POISONOUS,CONVEX,FIBROUS,YELLOW,NO,FOUL,FREE,CLOSE,BROAD,BUFF,ENLARGING,BULBOUS,SILKY,SILKY,WHITE,PINK,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SOLITARY,PATHS
6292,EDIBLE,CONVEX,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,EQUAL,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,ABUNDANT,GRASSES
6293,EDIBLE,CONVEX,FIBROUS,WHITE,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SILKY,FIBROUS,BROWN,WHITE,PARTIAL,WHITE,TWO,PENDANT,CHOCOLATE,SCATTERED,GRASSES
6294,EDIBLE,CONVEX,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,BROWN,TAPERING,?,SILKY,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SEVERAL,GRASSES
6295,POISONOUS,KNOBBED,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS,GRASSES
6296,POISONOUS,KNOBBED,FIBROUS,GRAY,NO,FOUL,FREE,CLOSE,BROAD,PINK,ENLARGING,?,SILKY,SILKY,WHITE,BROWN,PARTIAL,WHITE,TWO,PENDANT,CHOCOLATE,SOLITARY,GRASSES
6297,POISONOUS,KNOBBED,FIBROUS,GRAY,NO,FOUL,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SILKY,SILKY,WHITE,PINK,PARTIAL,WHITE,ONE,LARGE,WHITE,NUMEROUS,GRASSES
6298,EDIBLE,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SCATTERED,GRASSES
6299,EDIBLE,FLAT,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SILKY,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,BROWN,SCATTERED,GRASSES
6300,EDIBLE,CONVEX,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS,GRASSES
6301,EDIBLE,CONVEX,FIBROUS,YELLOW,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SILKY,SILKY,WHITE,BROWN,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,SCATTERED,GRASSES
6302,EDIBLE,CONVEX,FIBROUS,GRAY,NO,FOUL,FREE,CROWDED,BROAD,PINK,ENLARGING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,CHOCOLATE,SEVERAL,GRASSES
6303,EDIBLE,CONVEX,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,TAPERING,EQUAL,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,SCATTERED,GRASSES
6304,POISONOUS,KNOBBED,SCALY,GRAY,NO,FOUL,FREE,CROWDED,BROAD,WHITE,ENLARGING,BULBOUS,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,WHITE,NUMEROUS,GRASSES
